real, imaginary
  7445955,         0
  -402102,    738876
  -146416,   -656394
  -710849,    -80716
 -1057674,  -2652724
    96625,   1305039
   353100,    455949
   134547,   -699258
   740086,     14764
  -820145,  -1288321
 -1044783,  -2014290
    71941,    -89579
   605573,   -667099
  -899198,    973874
  -248574,    459684
  -205866,    248175
    12412,     81281
 -1200836,   1228756
  -358114,   -116748
   512339,   -111260
     8521,   -468250
     -837,    372724
   -29708,    -39590
  -106568,   -405816
  -197950,     75821
   772067,    441970
   172689,    160200
   279948,    262507
  -300291,     59732
  -294022,     22675
   257033,    283661
  -607810,   -100661
  -217573,   -314411
   -20071,   -118276
   501844,     35267
  -324990,    226946
   153261,    365365
   146042,    249219
   678373,   -119453
   -90184,    124282
     2873,    -68535
   431644,     86809
  -254114,   -256100
   -59171,    294294
   118894,   -245760
    54728,    -56034
   -77246,   -310165
    56698,      8608
   100636,    -71220
   153771,        -1
     8541,     52408
  -228949,   -217097
    85860,    -29789
  -221357,   -164900
    47749,     81801
    64947,     44044
    82919,    294115
    71778,    -94501
   -29759,   -141802
   -32119,    137408
    76251,   -194803
  -238150,    -38943
    37651,   -313307
   104189,    -21207
  -115822,    -50027
  -353556,     38517
    94657,   -145373
   -45573,     68492
   153597,    160429
   -37327,     60538
   -77395,     67105
  -154552,    -65340
  -155855,    232090
   -53434,      4508
  -150468,   -102195
   -32161,     86742
   152285,   -174322
   152141,     55731
     9440,    144810
    16439,    111376
   158298,   -144711
    20492,     34563
    26819,     -5078
  -238103,     77211
   -25627,     55175
   -82515,    -60675
   -58341,    265819
   -65891,   -113381
   111935,     -9400
    59608,    -94842
     7931,     76305
   156023,    107840
   173755,     11325
  -106275,     21743
    21667,     68740
      959,     18077
    88498,   -178840
   -74929,    227311
   192432,    -47474
    37690,    -77886
    53005,    -99383
  -124295,    -78254
    34954,    -19078
    -7430,    -89588
  -122872,     -3992
   104378,    -37067
   -34397,     56633
    33603,     -4949
  -122696,     77012
    18563,    -93559
   187890,     21188
   107887,        62
   -88018,    -20955
  -116457,    -23798
   112350,    -30552
  -230337,    -45560
    39182,     64593
  -113248,   -133641
   135192,   -143053
   -24606,    -48130
     4625,     54847
    -3757,      8312
   -59994,      4228
   -54341,     10779
    -1009,      7629
   -57065,    110580
  -187720,     86088
    27889,     61903
   -32889,      -130
    25847,     55933
    61229,    -41680
   -50618,   -165019
   122162,      8152
    58078,     32644
    10747,    125409
   -20243,    -45555
    -6608,    121415
   -91730,    -12687
   -16277,     32629
   -33664,     -9952
    30426,     55746
    18467,      -995
   -24176,    -19758
    23810,    -64401
   -19311,     35852
   -16583,     99745
   134429,    -21589
    20640,     28414
    76971,    120790
    83170,    -37579
    -4321,    -13844
   -66085,    -54525
    98908,    -14301
    68746,   -103770
    12607,    -47059
   -90901,     31313
   -51679,      4826
    21746,    -81916
   -36068,     69622
    -8936,     41768
    21948,   -126833
    78069,    -66757
    23295,     18320
   -17168,     53096
   -43504,     65977
    48003,   -123374
   -17498,     39920
     2598,     29418
     3772,      2014
   -58285,    -70382
   -38545,     50601
    33174,   -105273
    40239,    -45095
  -129783,   -151737
    -9172,    -12974
    24440,      4479
    19296,     41315
   -89609,    151295
   -13157,     66715
   -39277,    -35952
   -39403,     50264
   -25320,     57395
   -50028,    -44958
    76639,     31863
   -31696,    -38197
    12734,    -30765
   -37416,     11321
    59771,    -11884
    20382,     81567
    48336,       667
    27382,     51824
    46655,     -9621
  -104442,     65027
  -104137,    -70361
    19665,     55727
   -25180,    -71622
    26301,     73519
    35812,      5006
   -30018,     31768
    37413,     68732
    72875,     15868
    36479,      8345
    56764,      4619
    39054,    -33035
    29654,   -117347
    19824,     63815
   -50600,     73088
     7746,    -59901
     9693,    -72656
    31741,    -13792
    35350,     74779
   -31307,    -85453
   -93598,      4601
    97589,    -22593
   -53685,     -1300
    -8076,    -78012
   -31467,    -35766
    25139,     31351
    69438,     39131
    72641,     61631
   -45942,     30770
      294,     -4540
     2352,    -76174
   -53887,    -83407
   -40198,     24980
   -44231,    -42670
     4257,    -61292
   -13646,    -98279
   -95602,    116085
    56255,    -59763
   -16229,      -547
    14472,     79309
    25496,     68049
    -3276,     15485
  -101284,    -11553
   -68455,     73686
   -70663,    -13592
    -3165,     -9471
    77787,    -50401
    13172,     79849
    35013,    -28105
    44368,    -19504
    -2905,     39180
    52547,    -16075
   -51224,     57099
    50869,    -64027
  -117444,      8783
    20693,     65205
   -65650,     67385
    26371,      6036
   -62155,     51832
   104882,    -62409
    85443,    -21816
   -19791,     83239
    26671,      3140
   -18207,    -10147
