real, imaginary
  6477588,         0
   142169,   -105887
   190878,   -936630
  -318700,    653722
  -122301,    221584
 -2837612,   2927796
   207239,    345758
   654037,    499787
 -1194859,   -640758
   -71344,    -46508
   344276,   -912188
  -470923,   -161999
   128921,   -159567
   565974,   -354330
  -254552,     -1015
 -1117141,      7390
   166793,   -312590
   -27642,    470487
   256844,   -188070
   -89967,   -274710
   379272,   -438365
   586491,     77678
   110070,     41667
  -128493,    255322
   373804,   -297041
    95770,   -268431
  -361292,    544441
  -508616,     59901
   451170,   -326890
   140913,    373179
   208989,    269822
   -69471,    -76564
   184751,    -94652
    59117,    415585
   -71954,    165339
  -144803,    -57415
  -138277,   -240685
  -228737,   -146206
   -34896,    286920
  -235406,    -76551
    99148,    -66640
    51619,    173846
   147919,     20264
  -305300,    -68463
    16181,     60778
    77097,    -61416
     7255,   -316799
   -28979,   -105434
   -83987,    -74714
   -45566,   -259788
   186429,    180614
     5967,    112813
    40475,     55331
    31525,   -131627
   127132,     60941
  -151762,     99596
   185520,    -51635
   109607,   -172855
    20063,    -53153
    94320,     77592
   -87709,     39306
   -95736,     27151
    78662,    297454
   -18853,     11790
  -141826,     26987
   -32242,    -30616
    84921,    149881
   -81990,    -50213
   130952,    -78206
    25966,     16565
  -151489,     24774
   -78295,    -91056
  -109419,     38482
   -33801,     88652
   -49691,    -24448
   -58972,   -223621
    -7399,     89222
   122732,    -15331
    38036,     16713
   -29966,   -109165
   181312,    -64871
    -6545,    -19236
  -215040,      1491
     8324,    -89408
    83249,     -7054
    69472,     37071
   -78327,    -12949
    95691,    -54129
    89657,    173628
    80138,      8607
      803,     99108
    -3350,    -19477
    14191,   -104778
   -72890,       714
   -58980,    117610
    30825,    -21689
   -41396,    -54391
    60909,    116239
   -75165,    102154
   -18545,     14552
   -73303,     89928
    72306,    -61574
     5870,      3508
   -93131,    -79670
   -91000,   -136389
    64131,    -34732
    45957,     67272
   -83943,    -13360
   -76257,    -82048
   128718,     61847
  -105180,     26802
   -26894,      9604
    61049,    -26950
   139412,   -139753
   -17232,    -13560
    15089,      6726
    31579,    -44202
    51195,     15892
    16208,     63593
   -59512,     34663
   -34619,    -64384
    59280,     85006
   -71429,     43059
   114275,      9029
    83419,    -24342
     -750,      9920
   -50005,     42433
    57697,      8039
   -65511,     32847
   -93369,     47602
    -8056,    -58719
   -71208,     -9029
   -61572,     10749
    43805,     86401
    -1668,    -50535
    73383,     -3611
     3829,     -9410
   -35898,     19221
   -64866,    -56466
    25852,    -63983
   -24956,      -801
   -35323,    -49907
    19902,   -111051
   -43932,     63980
    68058,     30352
    93788,     36448
    -8732,    -16650
    15849,     41467
    35427,    -91746
    16482,     35113
   -33710,     19302
    44040,    -65387
    52452,    -34787
   -11660,     51669
   -13323,     61134
   -52947,     93957
    63340,    -11438
    11624,     68237
   -37240,     34888
   -55155,    -20763
     5962,   -121497
    48007,     97714
   -19047,     30312
   -58683,   -118811
    -7046,      2350
   -35231,    102674
   -50135,     10158
   -80348,    -12223
    71996,    -42065
     5496,    -17423
    12646,    -45058
   -15855,     -7050
    57074,    -63308
    80736,     29015
   -23805,    -26772
   -74714,    -47205
    12772,     31190
   -10540,        95
      137,      1204
    25972,     15849
   105040,    -15013
   -34183,    -17103
    67138,     45350
    33685,     84936
    -6512,    -31843
   -11403,    -10045
   -14221,     13512
   -70328,      8512
   -20426,     21947
     4029,     -6072
    39545,     55021
    16747,      3666
     1149,     22442
   -80997,     32114
    68342,     24242
   -30048,    -18737
   -68555,    -53885
    -4224,    -42808
   -13636,    -39100
   -66924,    -12630
    27275,     36910
    53742,    -11723
   -31681,     36214
   -24588,    -51768
    58174,     26763
   -25285,      8597
    28639,    -50771
    13968,    -87323
    53827,    -11231
     9741,      2022
   -44486,     17181
    21853,     37860
    74106,     38154
    -5417,     11138
   -86948,     76557
    29664,    -67896
    86703,     29087
   -19585,     47585
    20144,    -16626
    17865,    -77172
     4162,     56233
   -63898,     69732
   -68300,     22438
     5304,     -1788
   -35243,      -613
   -16441,     -5321
   -36442,     52962
    21980,    -78952
    34758,     17298
    39322,      7242
   -11931,    -33138
   -76379,    -63969
   -15434,     33485
     4822,    -12135
   -30309,    -39453
     5170,     -4720
   -12238,    -37972
    78001,    -28105
    19011,     88717
    29453,    -11388
    33656,    -18524
    72440,    -38142
   -54079,     30959
   -58576,    -15220
    46063,    -21274
    25557,       -30
   -23793,     32748
    39849,     43393
   -28414,     -8385
    35148,     66790
     9361,     90226
    13768,    -38629
   -56328,    -40461
    13329,    -10286
   -51517,     16812
   -25773,    -42253
