real, imaginary
  7562644,         0
   -98785,     37470
  -152124,     49408
  -235793,     65719
  -230091,    218504
 -3335227,   3700959
   266981,   -323706
    55325,   -282902
    96693,   -187410
    23091,   -161513
   -57158,   -792694
     1469,     20234
   -14663,    -48683
   -33291,   -143069
  -181193,   -103242
 -1152139,   -653526
   400964,    169781
   294452,    -13363
   219118,     68377
   160475,    -62486
   738174,   -268420
  -160717,     68906
      898,     47590
    69629,    -29223
    15780,    -99827
   213637,   -484620
  -104323,    420080
    17281,    278628
   -52655,    209648
    58749,    144123
   238308,    468123
  -165960,   -290808
  -125876,    -68607
    18655,     12947
    25354,     -4087
   163790,     68713
  -317768,    -20873
  -199454,     39707
  -147439,    -29605
   -60100,     85379
  -269439,    175870
   331201,   -282416
    45734,   -143019
    46741,      9741
    29106,    -12348
   -26305,     15329
   -19699,   -167671
   -26364,   -112342
    19959,    -81788
   -59987,     13796
  -103107,   -133309
   370001,    280654
   137855,     21797
   -22753,     51681
    14188,     -1380
    40290,    -12602
     9834,    -13692
    47988,      2808
    38570,     10481
   -66551,    -17409
    57578,    -32316
  -203980,    363186
     1094,     89786
   -46935,    -47531
    22607,    -17173
    18101,     29145
   -39902,   -108290
   -25933,     25484
     -569,     11532
    -8840,    -79226
   -24121,     25251
  -295689,   -112555
    -6033,     15034
    90012,    -55331
    73480,     33490
    -7720,      6914
   168998,    -93489
   -40849,    -10684
     -106,     30464
    62377,    -42345
   -40118,    -34239
    44372,   -189326
   -12579,     58570
    65751,    105057
   -31645,     99232
    28049,     15721
   126541,    167788
   -24770,    -70454
   -67325,      8641
    23439,     22041
    13211,    -42450
    81505,     11617
   -67528,     10340
   -97292,     63882
  -102423,    -22055
     4546,     46190
  -124918,    133619
    95372,    -82058
    -7770,   -100932
    12318,      5058
    31108,        43
   -14403,     10277
   -26506,    -55474
   -45165,    -70486
    12283,    -89161
   -28835,     30810
   -90403,    -67796
   143226,     98541
   112263,    -23355
    -3816,     40622
     5841,     14703
    27541,    -26362
      792,    -15563
    43109,    -12427
    59794,      4513
   -63717,     -7701
    38631,    -38202
   -63798,    174935
    32709,    100806
   -51468,    -11037
     2057,    -15512
    35201,     29741
   -14792,    -47151
   -12120,     19216
     2852,     32252
   -19188,    -70153
      948,     26437
  -160633,    -26521
   -65117,     33163
    24605,    -69324
    50302,     16122
   -11958,     20094
    83390,    -57581
   -20953,    -24498
    -7739,     27151
    62761,    -31960
   -29821,    -15397
    -2097,   -114881
   -20290,    -21341
    79197,     31885
   -12614,     84548
    -2767,      2664
    89707,     85756
    15483,    -36186
   -49708,     12579
    26872,     31113
    11041,    -37169
    53567,     -4876
    -3268,     -3490
   -47359,     76497
  -102901,     -1487
    14224,     19943
   -60451,     94857
    45173,    -19854
   -30619,    -78208
    -1695,     10843
    33828,      2330
    -3365,      4245
   -21254,     -6641
   -64593,    -38837
    -8639,    -98487
   -14061,     32479
   -69312,    -28215
    55737,     40950
    97263,    -45664
     7994,     26212
     4505,     19101
    23199,    -21317
   -11641,    -21302
    30259,    -32465
    81874,    -14808
   -48334,      2655
    16446,    -29766
   -22479,     83322
    60702,     93858
   -40195,     17639
    -8879,    -12272
    26124,     20757
    -2043,    -33498
    -1653,     23491
    17966,     48186
   -16842,    -60155
    -3471,     18830
   -89038,       108
   -73540,     62864
   -17937,    -57428
    40371,     -3343
    -6253,     24051
    44885,    -31875
   -20620,    -28050
   -17372,     25359
    58462,    -35813
   -26148,    -23068
   -15003,    -65405
   -48447,    -45354
    66528,    -10123
     8789,     69277
    -4200,      1871
    61306,     49039
    33453,    -33074
   -39356,     10475
    31644,     36739
    19787,    -30068
    30043,    -10729
    21583,    -23857
     4541,     71836
   -95035,     25864
    -1274,     12516
   -34888,     68379
    44507,     21043
   -35723,    -53306
   -13790,     15126
    36373,      6156
     1572,     -2830
     -345,     13875
   -62144,      -347
   -38641,   -100702
   -18278,     15282
   -44673,     -7854
     8778,     37949
    68831,    -62243
    12641,      5709
      150,     26057
    24065,    -17621
   -19662,     -6600
     6425,    -39254
    84035,    -42727
   -30546,     -3268
     2747,    -11374
   -19744,     32530
    80825,     72968
   -21078,     39973
   -17783,      -757
    25123,     22005
     5112,    -30250
     9261,      8182
    39993,     56351
   -16592,    -48703
   -23042,      5577
   -41623,      -990
   -66439,     86510
   -42389,    -31986
    23041,    -15951
    -1308,     21290
    36635,    -17554
   -25481,    -18814
   -30199,     35662
    50855,    -31639
   -20094,    -40923
    -9453,    -29572
   -73474,    -45319
    41039,    -50160
    27677,     47401
     5377,     11357
    36553,     34272
    37193,    -36396
