real, imaginary
  8682973,         0
    18196,   -305966
   -48630,    636096
  -239129,   -204144
   249062,    188152
  4468105,  -2090990
   138624,    177187
   -66247,   -259173
   525936,    334093
  -164577,   -156887
   -90224,    257777
   194790,    179884
  -404481,   -393293
   230687,   -174415
  -284839,    227314
  -219334,   1360662
  -219404,    131024
   200359,     71459
  -456134,    251566
   234491,    -56891
  -112205,   -216687
  -215628,       163
   489157,    -25750
    31976,    196008
   -96123,   -366455
  -306746,   -380236
  -111854,   -269026
   -53426,     85032
    21941,   -416175
   -34103,    199626
   253094,    -34897
   117303,    -96089
  -246524,    290117
  -178020,    -15522
   360571,    111677
   116889,     80682
   307391,    -33222
   -25049,    -15197
   232934,    107498
   -58498,    -29146
   -99231,    177735
   -58335,    114558
    -1879,   -302515
   -12239,   -144105
  -200895,    219867
  -103062,   -112477
  -100511,    227921
   -70735,      5531
   -88194,    111405
   -59310,    -35241
   -70565,   -167779
   -30697,    -99041
   149299,    188789
   152917,     -4309
   -30100,   -201540
   176999,     13078
   -98359,   -130199
    38505,   -120473
   -97944,    -32187
   105892,   -104834
   144117,     52153
    49716,     47339
  -195116,    -30363
   -50119,    155798
    49188,     82546
   -75661,    102896
    46905,     14450
   130854,     82149
    -3548,    -88950
    29342,    185043
  -136598,     59443
   -26723,    -14129
   103555,    -71326
  -119706,   -110345
   -38590,    -70469
   -21590,    -84599
   -16604,    -66718
  -125804,     88327
    81344,     40641
  -143860,    -70324
     6577,   -130272
    14794,     40289
   -20921,     46323
   124457,    -24166
   106119,     49667
    43275,     10716
   100106,     70960
   -56443,   -132663
   -39382,     22103
   122954,    -20693
    81930,     32230
   -50189,    -25256
    27578,    -10665
   -38738,     61358
  -127113,     64569
   -29967,     15813
  -138994,     63274
   117285,    -31211
     5181,     14620
   -80632,     36135
   -37147,     62662
    66841,    -30081
   -42685,     27869
     2859,    -41174
    31134,   -140851
     9275,    -48463
    17874,   -117388
     4393,     94789
   -49515,     -9941
    77401,    -69742
   -64933,    -31219
   -21401,     48594
    12259,    -57561
      210,     28920
    78860,     95782
    65382,     76606
    51787,     44434
   -63094,      2090
    41036,    -38891
   -23801,    126674
    39357,    -69660
      202,    -24799
    26805,     35526
     3141,    -21101
  -103252,      4261
  -131255,     11831
     -597,     -1747
   -10283,    -45598
       28,     32635
   -72451,    -87971
    50645,     45726
    -7507,     39975
   -18665,      8331
     6403,     38219
    63655,    -57041
    68474,   -126148
    -7253,     43980
    44264,    -22858
    16056,     -4973
    71970,      9055
   -35257,     42422
   -26598,    -49329
    -8916,       216
   -35912,    -29337
      669,     79350
    53757,    121017
   -37866,    -45462
    13835,     58259
   -36735,     49959
   -29345,      5878
   -47213,    -24311
    64236,      1395
    16630,    -19020
    43485,    -15704
   -53056,    -52822
   -88709,    -28577
    41023,     -1801
   -55188,    -11709
   -35383,    -96838
    43950,     11577
    25817,    -59568
   -31108,     48238
    -3362,     47106
       97,     35657
    63029,     -2023
    49215,    -21812
   -12024,      1587
    31404,    -24421
   111579,     18461
   -57281,     41175
    59196,     53495
   -29313,    -29892
   -36984,    -57526
   -36286,      7211
   -40729,     34451
   -32336,     -1503
    13784,     10331
    -9882,     28992
   -66816,     73659
   -11744,    -69783
   -67555,     19135
     -801,     -7665
    85827,     21482
    -3807,    -53160
    19595,    -41996
    50454,    -12035
   -43509,      8183
     4117,    -30380
   -15524,    -63699
    61245,     -2042
    16565,    -46144
     -210,    -19029
   -71376,     69050
    58779,     19707
     6156,     54137
   -44741,     51323
    26240,    -38260
    22773,     21604
    15035,      4358
     9063,     69016
    -3646,     32405
    36411,     19183
   -18544,    -75136
   -59361,     27825
   -47230,    -44729
    -6275,    -75482
    -1117,     35783
   -22612,     13279
    10776,    -21057
   -85284,    -11121
    -4695,    -29007
   -35891,     38270
    43154,      9270
    22872,    -54348
    65903,     -5814
    56098,     42793
    -5532,    -26178
   -17527,    -11871
    34101,     49488
    42037,    -71182
    29871,     19653
   -30371,    -54316
     4601,      9815
    -3057,     55603
   -35607,     53619
   -62869,     18239
     2678,     32114
    12019,    -31616
   -66476,      2057
    19910,     58044
   -14892,     18064
    55754,    -11752
   -17166,     49775
   -32064,    -64677
    -8985,    -52563
    13708,    -41672
   -25173,    -27482
    31114,     28143
    27576,    -60011
   -24177,    -25725
   -25437,      6021
   -14726,     45342
   -55505,    -52882
    73457,     25837
    31183,     24930
    36524,     13833
    33834,     11031
   -35855,     22939
    33892,     45332
    20587,     36564
     -772,    -55039
   -15675,    -11743
    73473,    -31159
   -61735,     27033
   -46252,      4436
   -17357,     34486
