real, imaginary
  6889322,         0
   -56323,   -119190
  -481770,   -350888
  -660768,   3451216
 -1073877,    615185
  -996607,   -497588
   -40748,    383696
   676906,    160402
   718109,  -2286465
   -30344,    644973
 -1241633,   -563642
   447029,    658604
    69296,    -73460
  1071044,    -86585
   556187,   -626763
    56381,   -127740
   169997,    964113
    67025,   -195462
   330881,     61231
  -180891,    190568
    38907,     61609
   587138,    478622
  -267771,    249558
   458834,     82393
  -424413,   -446188
   -58598,    221321
   -58193,   -182944
   243855,    108074
    69560,    195064
    49847,    155891
   357526,   -142795
    27127,   -344342
   -29838,     86713
   346109,   -220281
    56934,    583878
   263534,     70074
   165147,     55981
   105087,     85435
  -112275,     25315
   462224,    316005
    83949,   -129849
   -40442,    242298
  -218591,     54597
   -15850,    156116
    12848,    313233
   220372,   -236597
   272225,    136842
  -216460,   -185674
     5452,    229622
   109802,    -37798
   -61350,     45843
   229169,     36306
   161449,     64882
   199553,    156105
     -153,     68164
   151514,     89670
   -24673,     71767
   -40186,     80667
   230689,    166925
   -23843,    119883
   -74804,    243599
    87523,     95926
    32066,    162349
   -60237,   -238976
     -339,    124321
   -85626,     46583
   -12452,    214586
    47518,    127110
   150328,    -55874
   -87351,    -51478
    39845,    -27380
   166768,    167382
   -10730,     59899
    46350,     21522
    10509,    196728
   -42843,     -4701
   122213,    166364
    81864,     93054
    95880,     53866
  -178476,     87658
    20794,    112099
  -146478,     81006
   -16331,     20351
    22451,    105415
    75791,    108273
   -29575,    -60651
   -24572,     34521
   -79729,      4034
   -74395,    -42204
   103579,    128887
    80486,     21326
    29936,     23475
   -12378,     58609
   -35957,    128490
   123677,     -2490
   -67384,    -41711
   104194,     98372
  -189505,     76349
    29478,    144587
   -12580,    184180
   -12528,    -76246
    35279,    -54145
  -136789,     31470
    40667,     62372
   -99991,    -10510
   -30131,    104925
    -8213,    -39844
   -32541,    -20844
   121464,    -29603
   -47445,     52655
    80740,    -62498
   -80909,     79079
    16701,     53454
    13775,    -66218
    -8468,     63951
    29657,    101530
    21253,     31569
    63002,     56218
  -131718,    -68909
   -34359,     24959
  -106689,    -45199
    36598,    174182
    46511,    -25636
    -5763,    -45606
   -52793,      7880
   -92911,    -62305
   102322,    -41128
   -29437,     -7671
    32629,    -32891
    37650,     28564
   -77541,     23915
   104993,     45325
     2880,    -81532
    91107,      1019
   -63776,     23893
    52168,     11117
   -51848,     54908
   -70562,     54945
    52451,    -10851
    36505,     -4553
    -8257,    -30670
    22149,    -42419
   -75822,      3127
   -50931,     20093
    33686,    -20111
    82763,    -67459
   -17079,    -46897
    50637,     15024
    51954,     -5722
    50874,    -11525
   -22130,    -61590
    83861,    -64289
   -65987,     77610
    86226,     29225
    92289,     89793
    13830,    -52111
   -20719,    -24594
    -4591,     -7222
    18822,    -26859
   -18207,     45386
    47074,       207
    12082,     19099
   -33251,    -14978
    80649,    -93186
    21712,      2800
    17766,   -104087
    48296,     70400
    79033,    -29289
   -34697,     -5553
    56339,     -2801
    71304,     27165
    85442,     -5068
    91176,    -16837
     9662,     17656
   -23756,     11400
   -75832,     44798
   139945,     73309
    16713,    -34740
    46563,     -6847
    28809,      5341
   -49819,     49707
    37143,    -79050
   -13092,     41901
    62084,    -80703
    11722,     22332
    64283,     44363
   104334,     11102
   -28504,    -24682
   111978,    -51113
    -8265,     49583
    81796,    -35045
     5919,     61598
    51214,    118326
    20588,    -16785
    51250,     64488
    47077,    -46408
   -14674,      1234
    -5911,     25249
    12751,     99052
    25288,     25861
    11394,    -54566
    -2966,     31970
    55628,    -17557
    19040,        82
   107579,     22978
   -46492,    -20239
    34121,    -35091
   -21465,     86014
    89950,     31178
   104198,      7649
    33450,     25005
    30425,     42947
   -30686,     13808
     6030,     28503
    14375,     69516
     7813,      3852
    68125,     48403
   -34202,     79667
    39902,    -59062
   -41427,     19935
   -15307,    -12415
    46136,     22267
    16050,    -35604
     2910,     64326
    -1802,     11893
    38175,     24302
    53272,      1581
    42796,    -29057
    31995,    -38139
   -38108,     87820
    -3618,     98403
    67934,     22503
      216,     23631
     3097,    -12429
    14578,      -740
    -8552,     81345
   -28508,        41
    -8355,     49110
   -49998,    -65739
   -19099,     82686
    36345,    -46360
    47982,     16763
   -33311,     19648
    16039,    -53786
     -463,     23747
   -32773,    -56695
    27228,     40395
    68217,     27504
    -3572,     40884
    66621,     42036
   -27512,    -74701
   -28481,     42050
   -59744,    -11123
    70527,     77655
     -960,      3182
   -47557,     12018
