real, imaginary
   -54662,         0
   -54771,      1093
   -54962,      2289
   -55204,      3282
   -54589,      4467
   -54968,      5356
   -55027,      6056
   -55475,      7585
   -55466,      8751
   -55490,      9750
   -55207,     10508
   -55722,     11430
   -55918,     12274
   -56587,     14247
   -55897,     14868
   -56102,     16396
   -56374,     17078
   -56457,     18290
   -57274,     19154
   -57473,     21448
   -57362,     22990
   -57399,     23514
   -57776,     24579
   -58888,     25397
   -58366,     27380
   -59693,     29638
   -58857,     30544
   -59760,     31644
   -60384,     33814
   -62392,     37348
   -62700,     37633
   -60947,     40431
   -61980,     40247
   -65462,     43754
   -77440,     51968
   -84017,     63252
   -57883,     34610
   -65579,     49469
   -63685,     53697
   -63161,     53734
   -65258,     56449
   -69248,     60081
   -70604,     64244
   -70589,     68105
   -71847,     70960
   -72509,     74028
   -75151,     77507
   -77100,     82100
   -78702,     88316
   -79657,     93173
   -82224,     98525
   -85246,    103370
   -88595,    111155
   -91615,    119165
   -93454,    127900
   -96701,    136828
  -102152,    146900
  -107302,    160042
  -113455,    174325
  -120090,    191590
  -127189,    212469
  -136892,    234274
  -150452,    264160
  -166840,    303408
  -187531,    354661
  -214221,    422919
  -252934,    520952
  -317337,    675451
  -442566,    963213
  -729200,   1665675
 -2451205,   5870400
  1585245,  -3923513
   570236,  -1477501
   340765,   -910788
   238114,   -661903
   178569,   -523872
   140041,   -431396
   112751,   -366798
    94446,   -319380
    80230,   -283080
    68686,   -255193
    57900,   -232492
    50081,   -212705
    43703,   -196074
    38320,   -182293
    33990,   -170569
    29401,   -160207
    25324,   -150919
    21994,   -142409
    19273,   -134976
    16907,   -128620
    14233,   -122966
    11816,   -117423
    10062,   -112288
     8401,   -107540
     6869,   -103406
     5412,    -99831
     3704,    -96345
     2420,    -92726
     1270,    -89490
      261,    -86654
     -610,    -84032
    -1705,    -81559
    -2822,    -79082
    -3537,    -76729
    -4225,    -74564
    -4989,    -72462
    -5674,    -70765
    -6548,    -68905
    -7222,    -66970
    -7668,    -65263
    -8242,    -63652
    -8733,    -62278
    -9364,    -60864
    -9831,    -59290
   -10341,    -57892
   -10663,    -56702
   -10981,    -55500
   -11574,    -54227
   -12051,    -53145
   -12379,    -51908
   -12645,    -50845
   -13008,    -49872
   -13314,    -48941
   -13611,    -47895
   -13982,    -46940
   -14283,    -46077
   -14574,    -45141
   -14829,    -44331
   -15062,    -43494
   -15324,    -42754
   -15557,    -41960
   -15798,    -41204
   -16106,    -40563
   -16300,    -39774
   -16474,    -38958
   -16649,    -38335
   -16846,    -37746
   -17051,    -37064
   -17283,    -36481
   -17475,    -35770
   -17569,    -35136
   -17698,    -34588
   -17897,    -34079
   -18097,    -33512
   -18235,    -32877
   -18358,    -32352
   -18462,    -31839
   -18587,    -31381
   -18839,    -30802
   -18932,    -30306
   -19066,    -29776
   -19136,    -29321
   -19211,    -28904
   -19419,    -28403
   -19552,    -27943
   -19622,    -27480
   -19682,    -27039
   -19775,    -26605
   -19922,    -26242
   -19995,    -25826
   -20093,    -25322
   -20251,    -24971
   -20281,    -24553
   -20352,    -24224
   -20460,    -23840
   -20524,    -23401
   -20664,    -22990
   -20698,    -22660
   -20807,    -22326
   -20854,    -21916
   -21006,    -21585
   -20991,    -21230
   -21075,    -20871
   -21145,    -20558
   -21123,    -20255
   -21341,    -19864
   -21396,    -19588
   -21380,    -19236
   -21452,    -18858
   -21574,    -18630
   -21657,    -18325
   -21660,    -17947
   -21643,    -17605
   -21729,    -17340
   -21840,    -17025
   -21811,    -16738
   -21876,    -16479
   -21966,    -16147
   -21973,    -15857
   -22019,    -15608
   -22103,    -15305
   -22171,    -15067
   -22204,    -14731
   -22162,    -14445
   -22219,    -14168
   -22311,    -13975
   -22319,    -13611
   -22378,    -13400
   -22372,    -13085
   -22414,    -12835
   -22464,    -12626
   -22464,    -12358
   -22580,    -12055
   -22575,    -11826
   -22583,    -11549
   -22614,    -11274
   -22579,    -11083
   -22676,    -10840
   -22694,    -10507
   -22739,    -10316
   -22787,    -10051
   -22777,     -9812
   -22770,     -9654
   -22860,     -9379
   -22843,     -9081
   -22882,     -8861
   -22898,     -8666
   -22876,     -8399
   -22961,     -8171
   -22985,     -7931
   -22961,     -7700
   -22976,     -7460
   -23004,     -7268
   -23048,     -7018
   -23048,     -6734
   -23041,     -6618
   -23078,     -6313
   -23064,     -6086
   -23146,     -5934
   -23154,     -5682
   -23186,     -5383
   -23162,     -5223
   -23143,     -5012
   -23132,     -4791
   -23202,     -4583
   -23253,     -4333
   -23196,     -4118
   -23203,     -3876
   -23175,     -3682
   -23282,     -3468
   -23324,     -3222
   -23264,     -3007
   -23255,     -2786
   -23256,     -2607
   -23301,     -2388
   -23293,     -2128
   -23305,     -1910
   -23257,     -1722
   -23296,     -1518
   -23311,     -1315
   -23356,     -1096
   -23317,      -878
   -23279,      -649
   -23253,      -451
   -23287,      -213
