real, imaginary
    31164,         0
    31079,       792
    30935,      1680
    30765,      2381
    31514,      3267
    31293,      3850
    31407,      4251
    31163,      5474
    31432,      6325
    31698,      7016
    32306,      7445
    32152,      8064
    32366,      8579
    32129,     10246
    33325,     10497
    33627,     11711
    33931,     12034
    34452,     12906
    34302,     13389
    34814,     15277
    35690,     16549
    36447,     16657
    36958,     17320
    36751,     17744
    38281,     19309
    37995,     21150
    39962,     21601
    40253,     22263
    40906,     23954
    40258,     27070
    41373,     26792
    44686,     29083
    45277,     28322
    43548,     31298
    33271,     39129
    28742,     49612
    57208,     20060
    51653,     34398
    56009,     37912
    59141,     37126
    59844,     39090
    58827,     41875
    60726,     45148
    64234,     48031
    66767,     49858
    70178,     51756
    72015,     54070
    74934,     57361
    78656,     62210
    83567,     65538
    87432,     69233
    91529,     72242
    96119,     78016
   101961,     83777
   110103,     90003
   118181,     96114
   125617,    102984
   135339,    112456
   146461,    122469
   160180,    134754
   177405,    149710
   197179,    164280
   220200,    185262
   250332,    213266
   290787,    249662
   347987,    297729
   431283,    366348
   560857,    474036
   790594,    676127
  1367662,   1171076
  4825917,   4119695
 -3228212,  -2759589
 -1219998,  -1039096
  -752234,   -639676
  -544844,   -465013
  -429412,   -369206
  -355320,   -303660
  -304250,   -257978
  -264843,   -224445
  -234764,   -198847
  -211279,   -179470
  -193725,   -163673
  -178028,   -149573
  -164609,   -137672
  -153281,   -128129
  -143101,   -119932
  -135054,   -112693
  -128068,   -106134
  -121590,   -100057
  -115562,    -94804
  -110091,    -90406
  -105708,    -86523
  -101721,    -82591
   -97642,    -78914
   -93969,    -75524
   -90617,    -72640
   -87579,    -70213
   -85136,    -67822
   -82587,    -65163
   -80168,    -62869
   -77834,    -60903
   -75639,    -59081
   -73831,    -57380
   -72243,    -55627
   -70406,    -53943
   -68699,    -52431
   -67203,    -50931
   -65774,    -49816
   -64646,    -48496
   -63363,    -47088
   -62051,    -45871
   -60920,    -44741
   -59796,    -43817
   -58886,    -42846
   -57893,    -41667
   -56993,    -40674
   -55996,    -39871
   -55036,    -39045
   -54410,    -38127
   -53731,    -37371
   -52943,    -36486
   -52147,    -35700
   -51507,    -35109
   -50819,    -34457
   -50184,    -33692
   -49661,    -33000
   -49100,    -32366
   -48521,    -31723
   -47988,    -31164
   -47466,    -30561
   -46995,    -30065
   -46474,    -29493
   -46030,    -28974
   -45676,    -28551
   -45224,    -27957
   -44757,    -27390
   -44328,    -26965
   -43927,    -26555
   -43620,    -26061
   -43279,    -25653
   -42943,    -25159
   -42544,    -24689
   -42178,    -24330
   -41886,    -23977
   -41622,    -23583
   -41299,    -23138
   -41000,    -22745
   -40691,    -22394
   -40383,    -22087
   -40246,    -21659
   -39952,    -21301
   -39724,    -20928
   -39409,    -20616
   -39123,    -20338
   -38995,    -19980
   -38792,    -19641
   -38531,    -19315
   -38281,    -19002
   -38066,    -18686
   -37897,    -18466
   -37687,    -18172
   -37501,    -17779
   -37388,    -17538
   -37149,    -17268
   -36946,    -17048
   -36801,    -16767
   -36631,    -16465
   -36512,    -16152
   -36311,    -15931
   -36204,    -15690
   -36018,    -15408
   -35952,    -15182
   -35732,    -14917
   -35580,    -14681
   -35447,    -14467
   -35257,    -14263
   -35266,    -13963
   -35126,    -13783
   -34923,    -13540
   -34843,    -13309
   -34771,    -13113
   -34686,    -12901
   -34533,    -12606
   -34353,    -12360
   -34273,    -12190
   -34202,    -11971
   -34084,    -11779
   -33974,    -11588
   -33927,    -11352
   -33787,    -11146
   -33698,    -10986
   -33640,    -10769
   -33587,    -10610
   -33490,    -10361
   -33340,    -10141
   -33289,     -9970
   -33236,     -9855
   -33147,     -9568
   -33088,     -9418
   -32963,     -9196
   -32904,     -9023
   -32845,     -8887
   -32741,     -8706
   -32762,     -8475
   -32669,     -8322
   -32578,     -8120
   -32515,     -7919
   -32400,     -7816
   -32410,     -7633
   -32380,     -7391
   -32309,     -7254
   -32223,     -7110
   -32214,     -6877
   -32136,     -6788
   -32135,     -6603
   -32058,     -6378
   -32022,     -6231
   -31986,     -6102
   -31882,     -5904
   -31905,     -5748
   -31869,     -5572
   -31815,     -5408
   -31762,     -5259
   -31727,     -5130
   -31715,     -4937
   -31693,     -4736
   -31615,     -4652
   -31598,     -4453
   -31539,     -4270
   -31586,     -4188
   -31551,     -4005
   -31534,     -3776
   -31472,     -3679
   -31433,     -3528
   -31376,     -3379
   -31413,     -3231
   -31436,     -3054
   -31359,     -2872
   -31319,     -2726
   -31263,     -2575
   -31349,     -2439
   -31361,     -2267
   -31283,     -2110
   -31250,     -1972
   -31240,     -1832
   -31273,     -1690
   -31233,     -1491
   -31242,     -1358
   -31183,     -1204
   -31205,     -1076
   -31206,      -923
   -31235,      -780
   -31189,      -632
   -31156,      -442
   -31116,      -311
   -31166,      -144
