real, imaginary
   -64946,         0
   -65065,        -6
   -65277,        90
   -65585,        -9
   -65000,        94
   -65457,      -152
   -65636,      -569
   -66205,      -124
   -66330,       -99
   -66509,      -236
   -66404,      -653
   -67120,      -875
   -67521,     -1217
   -68439,      -400
   -67995,     -1051
   -68507,      -717
   -69061,     -1313
   -69474,     -1380
   -70657,     -1836
   -71191,      -910
   -71520,      -635
   -72016,     -1559
   -72858,     -1929
   -74483,     -2580
   -74469,     -2108
   -76373,     -1380
   -76126,     -2112
   -77670,     -2655
   -78977,     -2211
   -81707,      -345
   -82817,     -1998
   -81852,     -1087
   -83784,     -3308
   -88168,     -1823
  -101413,      4532
  -108954,     13292
   -83649,    -18130
   -92749,     -5521
   -92129,     -3927
   -92992,     -6750
   -96590,     -6915
  -102251,     -6399
  -105333,     -5525
  -107199,     -5197
  -110485,     -6137
  -113405,     -7155
  -118409,     -8027
  -122986,     -8151
  -127439,     -7015
  -131512,     -7719
  -137570,     -8444
  -144428,    -10283
  -152026,     -9859
  -159851,    -10030
  -167019,    -10452
  -176307,    -11832
  -188718,    -13462
  -201837,    -13733
  -217300,    -15010
  -234880,    -15964
  -255053,    -16718
  -280612,    -21224
  -313862,    -23781
  -355241,    -25649
  -408841,    -28347
  -480587,    -34016
  -584873,    -43252
  -753563,    -59185
 -1070083,    -82978
 -1820785,   -138125
 -6338134,   -472070
  4206624,    331559
  1567457,    126087
   963468,     81141
   694524,     57783
   540924,     41975
   442003,     35369
   372563,     30899
   323328,     27442
   285291,     24633
   254935,     21468
   228877,     18993
   208460,     17897
   191498,     17057
   177093,     15623
   164977,     14406
   153619,     13388
   143577,     12680
   134967,     12312
   127548,     11788
   120967,     11000
   114488,     10177
   108631,      9820
   103756,      9597
    99229,      9395
    95081,      8960
    91207,      8353
    87278,      7911
    83912,      7937
    80851,      7776
    78082,      7436
    75512,      7099
    72877,      6784
    70301,      6631
    68225,      6496
    66248,      6312
    64278,      6179
    62455,      5770
    60484,      5639
    58829,      5634
    57394,      5561
    55902,      5421
    54534,      5148
    53071,      4968
    51815,      5048
    50568,      4976
    49516,      4766
    48519,      4601
    47277,      4587
    46184,      4447
    45233,      4440
    44378,      4385
    43548,      4204
    42682,      4058
    41871,      4041
    41001,      4004
    40249,      3922
    39537,      3877
    38823,      3765
    38144,      3717
    37465,      3589
    36900,      3538
    36275,      3464
    35610,      3300
    35091,      3324
    34540,      3371
    34057,      3235
    33575,      3134
    33011,      3122
    32513,      3031
    32040,      3035
    31657,      3027
    31256,      2908
    30817,      2807
    30370,      2762
    30013,      2766
    29623,      2727
    29290,      2666
    28956,      2573
    28485,      2602
    28178,      2569
    27848,      2549
    27585,      2492
    27330,      2402
    26929,      2383
    26608,      2359
    26373,      2339
    26133,      2312
    25878,      2298
    25591,      2173
    25344,      2134
    25099,      2207
    24788,      2117
    24608,      2084
    24406,      1996
    24156,      1969
    23946,      2002
    23689,      1998
    23518,      1927
    23278,      1881
    23116,      1868
    22856,      1816
    22739,      1812
    22546,      1775
    22388,      1722
    22273,      1658
    21974,      1690
    21836,      1629
    21753,      1597
    21589,      1580
    21350,      1521
    21189,      1477
    21082,      1536
    21004,      1544
    20842,      1474
    20666,      1458
    20600,      1401
    20471,      1355
    20296,      1367
    20213,      1348
    20088,      1282
    19939,      1290
    19795,      1214
    19698,      1236
    19666,      1245
    19537,      1192
    19408,      1104
    19313,      1179
    19187,      1127
    19166,      1139
    19061,      1094
    18957,      1029
    18906,       997
    18734,      1021
    18681,       985
    18628,       976
    18560,       975
    18534,       883
    18395,       880
    18286,       915
    18251,       883
    18228,       862
    18094,       847
    18062,       752
    17965,       750
    17911,       786
    17857,       752
    17795,       695
    17796,       690
    17674,       669
    17619,       666
    17599,       666
    17543,       625
    17504,       579
    17435,       580
    17374,       587
    17375,       508
    17340,       530
    17321,       527
    17209,       439
    17176,       456
    17135,       490
    17137,       422
    17126,       398
    17112,       374
    17031,       340
    16959,       351
    17013,       364
    16995,       327
    17003,       312
    16880,       274
    16839,       275
    16868,       266
    16890,       225
    16861,       194
    16792,       175
    16819,       213
    16783,       159
    16825,       156
    16805,       110
    16761,        95
    16746,        66
    16747,        32
    16779,        69
    16818,        39
    16765,        22
