real, imaginary
    14522,         0
    14420,      -979
    14231,     -1855
    13990,     -2938
    14635,     -3835
    14287,     -5040
    14245,     -6462
    13799,     -7004
    13848,     -7998
    13867,     -9153
    14189,    -10580
    13723,    -11850
    13592,    -13253
    12966,    -13529
    13726,    -15218
    13580,    -16001
    13388,    -17714
    13383,    -18925
    12652,    -20542
    12522,    -20790
    12772,    -21766
    12832,    -23909
    12575,    -25571
    11573,    -27521
    12228,    -28408
    11037,    -29088
    12024,    -31232
    11266,    -33265
    10816,    -34336
     8993,    -34138
     8858,    -37370
    10822,    -38177
     9998,    -42154
     6748,    -42566
    -5070,    -38356
   -11354,    -31457
    15160,    -64743
     7700,    -54538
     9924,    -55288
    10789,    -60552
     9054,    -63377
     5454,    -65651
     4521,    -67758
     4986,    -70600
     4226,    -74894
     4097,    -79543
     2028,    -84295
      713,    -88613
     -190,    -92046
     -377,    -97705
    -2101,   -103858
    -4200,   -111631
    -6510,   -117782
    -8384,   -125267
    -8910,   -133841
   -10684,   -144423
   -14447,   -156487
   -17639,   -168743
   -21577,   -183865
   -25547,   -201080
   -29495,   -221246
   -35352,   -249073
   -44147,   -280595
   -54468,   -319171
   -67300,   -370061
   -82972,   -441618
  -105839,   -546658
  -145075,   -714605
  -224561,  -1016679
  -398530,  -1747578
 -1463377,  -6143023
  1013249,   4125234
   393588,   1555618
   255342,    965198
   193615,    699340
   156840,    546452
   133264,    451570
   116206,    385543
   105490,    336701
    97028,    298954
    90075,    268155
    82971,    243237
    78261,    223506
    74531,    206873
    71260,    192195
    68820,    179335
    65903,    168207
    63264,    158584
    61206,    150297
    59636,    142683
    58289,    135512
    56542,    128919
    54953,    123324
    53960,    118280
    52999,    113682
    52114,    109207
    51243,    104826
    50079,    100921
    49290,     97694
    48606,     94502
    48042,     91351
    47564,     88359
    46853,     85554
    46082,     83052
    45709,     80721
    45333,     78433
    44867,     76343
    44440,     74048
    43841,     72115
    43444,     70466
    43208,     68726
    42862,     67044
    42574,     65285
    42133,     63695
    41868,     62400
    41546,     61038
    41390,     59581
    41238,     58229
    40817,     57052
    40466,     55785
    40294,     54736
    40139,     53653
    39997,     52411
    39780,     51328
    39600,     50398
    39332,     49446
    39144,     48476
    38979,     47595
    38823,     46659
    38686,     45810
    38507,     44892
    38388,     44097
    38231,     43297
    38015,     42427
    37932,     41758
    37794,     41091
    37713,     40328
    37603,     39560
    37446,     38917
    37301,     38215
    37170,     37646
    37142,     37044
    37068,     36374
    36948,     35724
    36805,     35115
    36730,     34602
    36652,     34030
    36610,     33469
    36548,     32839
    36343,     32385
    36303,     31865
    36211,     31383
    36193,     30857
    36166,     30299
    35996,     29844
    35920,     29383
    35888,     28927
    35864,     28474
    35812,     28024
    35712,     27512
    35671,     27070
    35610,     26737
    35485,     26257
    35488,     25850
    35457,     25380
    35377,     24974
    35323,     24637
    35245,     24274
    35231,     23848
    35153,     23431
    35139,     23090
    35019,     22684
    35062,     22326
    35019,     21982
    34976,     21587
    35008,     21204
    34819,     20915
    34790,     20512
    34835,     20194
    34748,     19890
    34683,     19494
    34610,     19160
    34630,     18901
    34666,     18604
    34613,     18249
    34532,     17958
    34567,     17576
    34526,     17256
    34448,     16990
    34458,     16693
    34436,     16351
    34371,     16076
    34314,     15733
    34297,     15504
    34341,     15226
    34300,     14934
    34237,     14563
    34238,     14376
    34187,     14040
    34230,     13807
    34199,     13518
    34164,     13190
    34179,     12922
    34073,     12695
    34086,     12404
    34095,     12163
    34073,     11913
    34119,     11588
    34031,     11328
    34004,     11148
    33984,     10833
    33965,     10559
    33966,     10361
    33982,     10024
    33901,      9790
    33927,      9596
    33902,      9328
    33887,      9042
    33923,      8819
    33849,      8565
    33829,      8334
    33851,      8085
    33851,      7843
    33839,      7565
    33796,      7357
    33790,      7167
    33816,      6838
    33780,      6654
    33803,      6427
    33732,      6114
    33727,      5904
    33703,      5750
    33736,      5454
    33749,      5208
    33774,      4977
    33710,      4743
    33652,      4533
    33696,      4307
    33717,      4087
    33745,      3844
    33638,      3605
    33611,      3404
    33673,      3181
    33676,      2939
    33669,      2695
    33641,      2455
    33649,      2275
    33634,      2048
    33674,      1804
    33652,      1579
    33629,      1319
    33601,      1101
    33634,       870
    33671,       677
    33700,       431
    33660,       228
