real, imaginary
    77532,         0
    77552,     -1605
    77591,     -3271
    77655,     -5160
    78370,     -6657
    78499,     -8489
    79269,    -10711
    79991,    -12229
    80811,    -14333
    81653,    -16498
    83189,    -18758
    84101,    -20757
    85728,    -23608
    87303,    -25665
    89738,    -28865
    91478,    -31475
    94031,    -34805
    97467,    -38379
   100221,    -42398
   103962,    -46147
   107930,    -50597
   113011,    -55900
   119450,    -62398
   125575,    -69557
   134374,    -77657
   143161,    -87136
   155783,    -98539
   170643,   -112788
   190308,   -131182
   214948,   -154340
   250038,   -189183
   302288,   -236847
   387967,   -316183
   552237,   -466280
   982019,   -866391
  5769423,  -5314778
 -1403525,   1340283
  -609525,    604461
  -382713,    391460
  -274893,    291487
  -211595,    234084
  -171355,    195890
  -142484,    168599
  -120588,    148011
  -104266,    133053
   -90836,    120362
   -80200,    110047
   -70967,    101675
   -64033,     94148
   -57619,     88007
   -52176,     83009
   -47464,     77960
   -43358,     73838
   -39228,     70150
   -36330,     66788
   -33216,     63823
   -30748,     61161
   -28324,     58799
   -25977,     56486
   -24048,     54442
   -22051,     52427
   -20602,     50457
   -19079,     48826
   -17656,     47233
   -16129,     45736
   -14934,     44603
   -13864,     43255
   -12791,     42061
   -11880,     40727
   -11002,     39782
   -10084,     38732
    -9302,     37832
    -8448,     36913
    -7659,     35957
    -6989,     35148
    -6360,     34206
    -5750,     33602
    -5172,     32844
    -4721,     32100
    -4105,     31405
    -3602,     30771
    -3170,     30055
    -2723,     29556
    -2279,     28943
    -1911,     28458
    -1434,     27829
    -1108,     27378
     -794,     26892
     -449,     26330
      -72,     25866
      202,     25432
      468,     24962
      747,     24530
     1046,     24125
     1409,     23684
     1620,     23362
     1836,     22956
     2048,     22556
     2274,     22225
     2604,     21877
     2750,     21552
     2970,     21183
     3157,     20848
     3324,     20462
     3496,     20238
     3664,     19862
     3910,     19680
     4071,     19305
     4252,     19000
     4378,     18726
     4463,     18485
     4662,     18226
     4811,     17934
     4940,     17677
     5051,     17494
     5223,     17164
     5323,     16948
     5498,     16705
     5541,     16526
     5675,     16248
     5809,     16035
     5925,     15839
     5998,     15599
     6116,     15385
     6249,     15202
     6292,     14966
     6383,     14752
     6480,     14591
     6554,     14396
     6624,     14196
     6695,     14016
     6789,     13763
     6872,     13658
     6935,     13428
     7014,     13258
     7081,     13076
     7135,     12887
     7223,     12729
     7289,     12597
     7382,     12378
     7447,     12230
     7471,     12060
     7580,     11907
     7620,     11749
     7717,     11583
     7766,     11446
     7826,     11239
     7858,     11126
     7909,     10979
     7952,     10883
     8022,     10706
     8074,     10571
     8125,     10434
     8184,     10230
     8201,     10182
     8228,     10006
     8310,      9886
     8333,      9710
     8396,      9641
     8446,      9480
     8486,      9342
     8516,      9235
     8524,      9056
     8609,      8969
     8639,      8810
     8685,      8703
     8744,      8585
     8700,      8468
     8766,      8320
     8783,      8236
     8828,      8139
     8828,      7984
     8900,      7878
     8895,      7762
     8949,      7637
     9008,      7527
     8956,      7456
     9017,      7261
     9098,      7170
     9066,      7060
     9082,      6968
     9105,      6838
     9174,      6769
     9234,      6638
     9212,      6571
     9238,      6447
     9290,      6346
     9320,      6206
     9315,      6119
     9318,      6017
     9348,      5906
     9360,      5846
     9383,      5699
     9418,      5600
     9457,      5513
     9406,      5392
     9465,      5311
     9492,      5245
     9508,      5094
     9570,      5070
     9567,      4913
     9556,      4820
     9557,      4733
     9562,      4658
     9615,      4525
     9638,      4430
     9640,      4362
     9699,      4222
     9652,      4178
     9666,      4047
     9694,      3982
     9692,      3888
     9726,      3815
     9739,      3690
     9742,      3627
     9752,      3528
     9744,      3417
     9741,      3330
     9808,      3248
     9780,      3147
     9776,      3067
     9798,      2984
     9791,      2908
     9820,      2788
     9825,      2718
     9852,      2622
     9856,      2500
     9872,      2448
     9880,      2388
     9853,      2279
     9878,      2179
     9835,      2120
     9885,      2027
     9907,      1932
     9915,      1851
     9913,      1746
     9905,      1649
     9912,      1571
     9923,      1516
     9950,      1420
     9912,      1335
     9901,      1258
     9922,      1180
     9933,      1067
     9940,      1020
     9929,       910
     9941,       844
     9951,       739
     9968,       675
     9964,       567
     9947,       501
     9965,       419
     9936,       296
     9955,       241
     9982,       192
     9957,        83
