real, imaginary
    77532,         0
    77542,     -1612
    77604,     -3308
    77663,     -5156
    78372,     -6650
    78477,     -8482
    79257,    -10711
    80000,    -12227
    80830,    -14315
    81670,    -16483
    83183,    -18776
    84086,    -20718
    85695,    -23584
    87320,    -25620
    89743,    -28864
    91475,    -31433
    94030,    -34801
    97441,    -38407
   100221,    -42398
   103971,    -46123
   107895,    -50534
   112999,    -55848
   119457,    -62424
   125540,    -69571
   134374,    -77657
   143150,    -87127
   155763,    -98515
   170648,   -112771
   190295,   -131192
   215016,   -154253
   250018,   -189194
   302258,   -236749
   387970,   -316146
   552295,   -466229
   981952,   -865980
  5769291,  -5314690
 -1403133,   1340237
  -609488,    604452
  -382751,    391384
  -274911,    291418
  -211573,    234070
  -171347,    195886
  -142510,    168579
  -120606,    147973
  -104275,    133071
   -90818,    120302
   -80226,    110027
   -70929,    101645
   -64033,     94148
   -57619,     88007
   -52177,     83032
   -47478,     77942
   -43358,     73838
   -39201,     70116
   -36323,     66781
   -33221,     63791
   -30742,     61146
   -28339,     58825
   -25975,     56462
   -24034,     54441
   -22038,     52422
   -20587,     50450
   -19059,     48811
   -17665,     47232
   -16129,     45736
   -14952,     44592
   -13835,     43253
   -12764,     42051
   -11882,     40722
   -10998,     39762
   -10079,     38732
    -9303,     37839
    -8448,     36913
    -7676,     35966
    -7001,     35149
    -6341,     34200
    -5738,     33615
    -5166,     32833
    -4717,     32126
    -4093,     31443
    -3602,     30771
    -3184,     30078
    -2714,     29567
    -2278,     28956
    -1926,     28446
    -1437,     27856
    -1107,     27388
     -777,     26865
     -449,     26330
      -43,     25876
      231,     25427
      476,     24965
      773,     24506
     1054,     24127
     1409,     23684
     1615,     23361
     1836,     22956
     2093,     22545
     2283,     22200
     2597,     21854
     2752,     21552
     2956,     21179
     3159,     20837
     3318,     20488
     3496,     20238
     3660,     19863
     3888,     19667
     4067,     19292
     4261,     18992
     4392,     18735
     4477,     18476
     4647,     18228
     4805,     17931
     4967,     17663
     5063,     17472
     5234,     17173
     5326,     16939
     5476,     16692
     5555,     16502
     5689,     16252
     5802,     16031
     5933,     15824
     5991,     15598
     6125,     15369
     6226,     15201
     6291,     14961
     6388,     14769
     6481,     14597
     6554,     14396
     6636,     14199
     6700,     13993
     6784,     13776
     6847,     13644
     6933,     13421
     7033,     13261
     7081,     13093
     7138,     12913
     7247,     12712
     7313,     12597
     7357,     12395
     7455,     12211
     7471,     12060
     7575,     11923
     7619,     11731
     7730,     11579
     7744,     11463
     7824,     11279
     7849,     11146
     7897,     10990
     7955,     10840
     8015,     10727
     8078,     10545
     8125,     10434
     8166,     10256
     8216,     10156
     8250,     10012
     8310,      9886
     8317,      9719
     8388,      9594
     8428,      9473
     8467,      9338
     8502,      9223
     8524,      9057
     8606,      8968
     8639,      8810
     8688,      8711
     8686,      8572
     8715,      8456
     8766,      8320
     8802,      8231
     8815,      8127
     8846,      7991
     8900,      7878
     8909,      7741
     8951,      7630
     8996,      7533
     8956,      7456
     9019,      7292
     9096,      7178
     9075,      7073
     9104,      6971
     9124,      6834
     9165,      6752
     9184,      6649
     9212,      6571
     9235,      6437
     9278,      6316
     9302,      6213
     9324,      6115
     9310,      6019
     9370,      5894
     9362,      5819
     9383,      5699
     9416,      5584
     9430,      5508
     9419,      5387
     9465,      5311
     9479,      5228
     9508,      5094
     9554,      5035
     9567,      4913
     9563,      4799
     9557,      4733
     9563,      4636
     9615,      4525
     9628,      4432
     9640,      4362
     9654,      4227
     9652,      4179
     9664,      4057
     9695,      3982
     9690,      3884
     9719,      3807
     9722,      3695
     9730,      3620
     9743,      3520
     9744,      3417
     9763,      3319
     9775,      3236
     9784,      3168
     9776,      3067
     9795,      2971
     9794,      2887
     9827,      2795
     9825,      2718
     9843,      2609
     9856,      2538
     9862,      2449
     9870,      2359
     9877,      2279
     9874,      2196
     9863,      2122
     9890,      2028
     9895,      1938
     9915,      1851
     9900,      1760
     9908,      1656
     9911,      1578
     9919,      1523
     9910,      1424
     9912,      1335
     9923,      1248
     9930,      1183
     9924,      1067
     9932,      1008
     9917,       889
     9940,       827
     9956,       760
     9960,       653
     9975,       571
     9956,       492
     9959,       421
     9968,       322
     9924,       235
     9968,       149
     9959,        79
