real, imaginary
   125451,         0
   -23979,      -982
   125719,     -5564
   -23982,     -3022
   126826,    -11231
   -24365,     -5267
   128498,    -17416
   -25105,     -7469
   131090,    -23618
   -25910,     -9713
   134701,    -30593
   -27083,    -12358
   139157,    -38258
   -28651,    -15231
   145315,    -46831
   -30668,    -18399
   152762,    -56660
   -33568,    -22032
   162722,    -68602
   -36737,    -26763
   175517,    -82639
   -41133,    -32591
   193358,   -101270
   -47202,    -39642
   217465,   -125776
   -55770,    -49875
   252444,   -160046
   -69144,    -64933
   307942,   -213023
   -90719,    -89591
   406003,   -306342
  -133146,   -136389
   629154,   -513560
  -254708,   -268509
  1595221,  -1409825
 -2799040,  -3019758
 -2282280,   2172139
   309703,    344973
  -620721,    636158
   147320,    168205
  -343685,    379771
    97065,    112129
  -230623,    273569
    72380,     85324
  -168837,    215584
    57905,     68927
  -130109,    178557
    48232,     58146
  -103750,    152984
    41784,     50604
   -84577,    134459
    36858,     44825
   -70151,    119896
    32820,     40271
   -58807,    108457
    29926,     36633
   -49740,     99184
    27560,     33513
   -42243,     91477
    25460,     30989
   -36004,     84915
    23794,     28970
   -30907,     79215
    22373,     27103
   -26377,     74280
    21050,     25386
   -22585,     70056
    19983,     23980
   -19306,     66127
    19124,     22716
   -16384,     62778
    18309,     21531
   -13790,     59719
    17506,     20533
   -11476,     56932
    16871,     19633
    -9439,     54379
    16291,     18708
    -7660,     52020
    15783,     17923
    -5957,     49860
    15334,     17244
    -4472,     47873
    14898,     16534
    -3133,     46039
    14477,     15907
    -1879,     44323
    14162,     15308
     -760,     42684
    13806,     14766
      301,     41191
    13554,     14254
     1230,     39753
    13292,     13771
     2156,     38413
    12996,     13299
     2950,     37173
    12769,     12887
     3683,     35975
    12529,     12465
     4401,     34866
    12348,     12075
     5060,     33771
    12180,     11727
     5661,     32770
    12018,     11362
     6210,     31765
    11794,     11041
     6787,     30807
    11660,     10704
     7241,     29933
    11529,     10382
     7726,     29077
    11376,     10116
     8166,     28269
    11240,      9826
     8577,     27454
    11126,      9564
     8973,     26716
    11021,      9283
     9342,     25971
    10899,      9018
     9683,     25258
    10805,      8784
    10033,     24587
    10732,      8545
    10318,     23919
    10641,      8297
    10603,     23292
    10558,      8079
    10876,     22662
    10475,      7885
    11124,     22079
    10421,      7676
    11397,     21479
    10347,      7462
    11609,     20913
    10271,      7277
    11833,     20364
    10209,      7084
    12062,     19813
    10158,      6904
    12264,     19306
    10093,      6727
    12476,     18776
    10025,      6517
    12656,     18293
     9978,      6366
    12813,     17814
     9925,      6195
    12992,     17357
     9858,      6033
    13152,     16892
     9815,      5869
    13306,     16436
     9776,      5710
    13447,     16004
     9753,      5557
    13596,     15544
     9695,      5405
    13728,     15129
     9660,      5252
    13835,     14709
     9610,      5107
    13979,     14291
     9569,      4971
    14084,     13906
     9557,      4833
    14194,     13506
     9514,      4691
    14312,     13132
     9484,      4551
    14416,     12755
     9448,      4433
    14512,     12374
     9407,      4276
    14569,     12026
     9411,      4177
    14704,     11639
     9380,      4044
    14770,     11286
     9359,      3932
    14851,     10939
     9322,      3784
    14930,     10603
     9297,      3667
    15015,     10248
     9272,      3551
    15082,      9913
     9264,      3433
    15153,      9577
     9235,      3318
    15205,      9245
     9210,      3215
    15273,      8923
     9191,      3115
    15340,      8609
     9184,      2974
    15396,      8286
     9148,      2865
    15450,      7979
     9156,      2772
    15522,      7662
     9139,      2641
    15558,      7350
     9110,      2540
    15599,      7055
     9095,      2438
    15640,      6761
     9104,      2335
    15688,      6445
     9090,      2223
    15727,      6155
     9071,      2125
    15765,      5840
     9042,      2020
    15798,      5559
     9038,      1920
    15827,      5268
     9032,      1811
    15854,      4989
     9035,      1703
    15881,      4690
     9016,      1615
    15918,      4414
     9004,      1518
    15955,      4124
     9000,      1406
    15961,      3840
     8994,      1317
    15995,      3562
     8997,      1211
    16010,      3294
     8982,      1101
    16041,      3015
     8976,      1023
    16046,      2725
     8977,       921
    16061,      2464
     8961,       814
    16065,      2183
     8969,       732
    16094,      1909
     8962,       633
    16097,      1635
     8965,       541
    16113,      1363
     8965,       428
    16115,      1081
     8945,       351
    16121,       809
     8953,       247
    16135,       539
     8959,       137
    16120,       261
     8953,        52
