real, imaginary
    14522,         0
    14417,      -976
    14224,     -1876
    13991,     -2948
    14654,     -3828
    14320,     -5031
    14252,     -6475
    13819,     -6998
    13864,     -7976
    13869,     -9124
    14190,    -10611
    13719,    -11851
    13573,    -13259
    12947,    -13466
    13738,    -15226
    13559,    -15975
    13383,    -17713
    13391,    -18910
    12629,    -20557
    12521,    -20764
    12788,    -21707
    12828,    -23909
    12557,    -25567
    11531,    -27548
    12238,    -28410
    11016,    -29048
    12017,    -31225
    11271,    -33242
    10812,    -34319
     9005,    -33965
     8830,    -37359
    10868,    -38112
     9997,    -42147
     6766,    -42467
    -5437,    -37738
   -11551,    -31287
    15448,    -65169
     7688,    -54556
     9977,    -55330
    10834,    -60703
     9140,    -63447
     5433,    -65677
     4508,    -67751
     4996,    -70572
     4228,    -74892
     4118,    -79592
     2021,    -84309
      712,    -88658
     -189,    -92022
     -357,    -97705
    -2120,   -103847
    -4216,   -111641
    -6518,   -117790
    -8432,   -125274
    -8897,   -133849
   -10617,   -144440
   -14462,   -156493
   -17645,   -168729
   -21566,   -183865
   -25534,   -201088
   -29487,   -221160
   -35353,   -249133
   -44163,   -280615
   -54499,   -319162
   -67331,   -370003
   -83025,   -441583
  -105799,   -546586
  -144972,   -714618
  -224734,  -1016657
  -398527,  -1747549
 -1463281,  -6142701
  1013258,   4125247
   393520,   1555573
   255297,    965312
   193639,    699426
   156856,    546339
   133282,    451553
   116153,    385502
   105491,    336723
    97037,    298999
    90075,    268151
    82964,    243221
    78227,    223496
    74531,    206873
    71261,    192184
    68843,    179362
    65904,    168202
    63272,    158570
    61208,    150288
    59641,    142683
    58287,    135506
    56528,    128910
    54936,    123298
    53972,    118272
    52999,    113682
    52106,    109184
    51235,    104831
    50107,    100904
    49287,     97720
    48609,     94523
    48049,     91359
    47551,     88364
    46853,     85554
    46087,     83071
    45699,     80728
    45344,     78470
    44844,     76337
    44456,     74032
    43823,     72093
    43438,     70469
    43206,     68736
    42863,     67036
    42578,     65264
    42137,     63687
    41845,     62410
    41553,     61059
    41402,     59589
    41254,     58237
    40797,     57040
    40476,     55804
    40291,     54725
    40150,     53654
    39999,     52419
    39796,     51310
    39582,     50366
    39315,     49429
    39162,     48471
    39023,     47563
    38823,     46659
    38632,     45798
    38465,     44977
    38386,     44105
    38225,     43292
    38025,     42428
    37924,     41758
    37787,     41084
    37717,     40322
    37615,     39599
    37423,     38939
    37274,     38239
    37176,     37626
    37130,     37040
    37044,     36359
    36938,     35700
    36817,     35110
    36753,     34596
    36649,     34005
    36612,     33466
    36532,     32837
    36335,     32361
    36315,     31875
    36217,     31368
    36184,     30852
    36155,     30299
    36000,     29854
    35893,     29374
    35898,     28941
    35860,     28478
    35811,     28064
    35730,     27511
    35671,     27070
    35598,     26729
    35501,     26274
    35500,     25854
    35487,     25383
    35381,     24985
    35323,     24639
    35237,     24269
    35244,     23844
    35153,     23452
    35127,     23082
    35012,     22677
    35047,     22340
    34997,     22003
    34986,     21584
    34974,     21211
    34814,     20914
    34781,     20539
    34839,     20191
    34784,     19855
    34677,     19496
    34632,     19125
    34646,     18919
    34669,     18600
    34614,     18273
    34544,     17944
    34543,     17570
    34534,     17248
    34442,     16990
    34458,     16687
    34434,     16359
    34378,     16072
    34315,     15732
    34305,     15476
    34339,     15228
    34300,     14934
    34264,     14581
    34234,     14355
    34192,     14040
    34249,     13812
    34199,     13518
    34167,     13220
    34174,     12934
    34061,     12679
    34096,     12397
    34087,     12162
    34078,     11892
    34107,     11571
    34034,     11327
    33961,     11086
    33995,     10842
    33960,     10562
    33986,     10352
    33957,     10037
    33924,      9794
    33907,      9595
    33906,      9330
    33887,      9055
    33919,      8794
    33839,      8568
    33842,      8354
    33851,      8083
    33838,      7873
    33821,      7571
    33796,      7357
    33777,      7118
    33806,      6838
    33787,      6658
    33806,      6415
    33743,      6145
    33735,      5910
    33707,      5745
    33735,      5456
    33754,      5207
    33750,      4988
    33688,      4732
    33653,      4542
    33702,      4304
    33720,      4075
    33737,      3852
    33633,      3606
    33617,      3412
    33655,      3176
    33706,      2932
    33662,      2695
    33632,      2446
    33661,      2276
    33639,      2027
    33688,      1819
    33677,      1565
    33639,      1325
    33626,      1105
    33605,       846
    33674,       683
    33697,       482
    33650,       222
