real, imaginary
    73922,         0
    73956,      -569
    73699,      -871
    74508,     -1936
    74292,     -1865
    74370,     -3134
    74223,     -3484
    75062,     -4493
    74269,     -4027
    75305,     -5744
    75192,     -5583
    75820,     -6501
    75332,     -7196
    77046,     -8370
    76347,     -8092
    76969,     -9544
    77047,     -9462
    77809,    -10411
    77525,    -11129
    79404,    -12457
    79016,    -11149
    79963,    -13480
    80423,    -13673
    82197,    -14199
    81910,    -15174
    83835,    -17217
    83765,    -16576
    84854,    -17907
    84908,    -18172
    88557,    -22260
    85604,    -19570
    88331,    -23816
    89761,    -22607
    94244,    -25504
    78085,    -16836
   114450,    -43256
   102282,    -41237
    97761,    -27445
   101479,    -29439
    97387,    -29501
   105747,    -34960
   105881,    -33463
   107150,    -36446
   109988,    -38747
   113778,    -40302
   115168,    -41485
   119712,    -45909
   123589,    -45956
   127184,    -49257
   130724,    -52763
   136951,    -55840
   141903,    -57851
   146850,    -63469
   155191,    -67430
   162351,    -71755
   169005,    -77296
   179818,    -84522
   191023,    -90454
   203243,    -98898
   219299,   -108477
   237782,   -118364
   258229,   -131968
   285906,   -151397
   322354,   -171643
   365091,   -198241
   429377,   -239958
   522188,   -293483
   662421,   -381312
   925365,   -547521
  1575562,   -943491
  5436404,  -3305085
 -3579794,   2219416
 -1329167,    835486
  -805956,    513490
  -572359,    376251
  -444490,    297243
  -359513,    242041
  -300179,    207543
  -258027,    181037
  -225745,    159844
  -198073,    143975
  -177344,    131778
  -160640,    120008
  -145497,    110719
  -132885,    103333
  -122810,     96492
  -112493,     90287
  -104409,     85408
   -97350,     80844
   -90731,     76203
   -84508,     72845
   -79554,     69651
   -75047,     66204
   -70353,     63487
   -66406,     61192
   -62970,     58402
   -59251,     56271
   -56250,     54602
   -53606,     52522
   -50774,     50552
   -48309,     49115
   -46248,     47540
   -43820,     45905
   -41735,     44773
   -39968,     43365
   -38309,     42186
   -36393,     41039
   -35050,     40120
   -33497,     38673
   -31943,     37866
   -30620,     36931
   -29451,     35994
   -28091,     35020
   -27017,     34499
   -25938,     33540
   -24868,     32711
   -23822,     31995
   -23157,     31434
   -22032,     30652
   -21102,     30092
   -20391,     29438
   -19601,     28723
   -18752,     28110
   -18143,     27726
   -17294,     27064
   -16698,     26541
   -16072,     26054
   -15425,     25510
   -14829,     25071
   -14266,     24584
   -13709,     24101
   -13184,     23738
   -12637,     23255
   -12071,     23000
   -11705,     22429
   -11174,     22012
   -10740,     21668
   -10349,     21386
    -9923,     20896
    -9432,     20660
    -9167,     20221
    -8711,     19857
    -8322,     19532
    -7996,     19294
    -7688,     18832
    -7277,     18608
    -6996,     18279
    -6679,     18011
    -6314,     17612
    -5977,     17424
    -5812,     17113
    -5432,     16834
    -5216,     16581
    -4999,     16377
    -4747,     16022
    -4386,     15806
    -4228,     15549
    -3986,     15288
    -3707,     15075
    -3504,     14864
    -3284,     14519
    -3097,     14297
    -2940,     14111
    -2667,     13888
    -2455,     13610
    -2282,     13505
    -2115,     13226
    -1878,     12987
    -1751,     12807
    -1535,     12629
    -1412,     12409
    -1163,     12216
    -1080,     11997
     -936,     11805
     -772,     11585
     -692,     11485
     -561,     11238
     -282,     11098
     -187,     10833
      -45,     10698
      -10,     10447
      277,     10395
      260,     10169
      408,      9939
      547,      9803
      706,      9627
      767,      9428
      870,      9336
      933,      9130
     1086,      8971
     1190,      8767
     1322,      8661
     1321,      8427
     1530,      8331
     1587,      8185
     1674,      8011
     1704,      7789
     1860,      7686
     1870,      7532
     1983,      7401
     2086,      7267
     2160,      7159
     2258,      6926
     2355,      6818
     2348,      6658
     2437,      6532
     2516,      6414
     2508,      6291
     2632,      6070
     2724,      5936
     2748,      5835
     2820,      5732
     2867,      5555
     2917,      5465
     2942,      5237
     3047,      5125
     3073,      5008
     3151,      4914
     3215,      4735
     3252,      4629
     3244,      4472
     3329,      4357
     3366,      4205
     3394,      4135
     3417,      3944
     3507,      3801
     3525,      3648
     3554,      3580
     3604,      3462
     3657,      3384
     3609,      3158
     3728,      3029
     3691,      2917
     3723,      2849
     3793,      2661
     3798,      2601
     3732,      2429
     3846,      2317
     3861,      2198
     3826,      2071
     3831,      1928
     3992,      1817
     3906,      1707
     3944,      1583
     3942,      1444
     4006,      1363
     3955,      1231
     4026,      1082
     4002,       976
     4031,       855
     3983,       697
     4077,       635
     4000,       456
     4014,       363
     4079,       225
     4030,       117
