real, imaginary
    77532,         0
    77559,     -1800
    77609,     -3287
    78305,     -5357
    78366,     -6657
    79263,     -9320
    79259,    -10709
    80443,    -13194
    80818,    -14314
    82544,    -17100
    83189,    -18758
    85126,    -21785
    85703,    -23591
    88428,    -26837
    89739,    -28871
    92639,    -32394
    94024,    -34802
    97434,    -38779
   100224,    -42403
   104925,    -47110
   107902,    -50578
   114383,    -57410
   119463,    -62415
   127076,    -69711
   134374,    -77657
   145179,    -87747
   155771,    -98517
   171572,   -114268
   190308,   -131182
   216695,   -157756
   250032,   -189179
   305279,   -240067
   387967,   -316183
   552815,   -472626
   981992,   -866189
  5793481,  -5327981
 -1403326,   1340275
  -615386,    606206
  -382726,    391420
  -276780,    295826
  -211595,    234084
  -171787,    197169
  -142495,    168586
  -121426,    150104
  -104257,    133059
   -91576,    121219
   -80201,    110032
   -72292,    102259
   -64033,     94148
   -57976,     89035
   -52174,     83014
   -47625,     78855
   -43358,     73838
   -40083,     70841
   -36333,     66787
   -33597,     64426
   -30748,     61161
   -28349,     58938
   -25974,     56477
   -24296,     54490
   -22047,     52432
   -20739,     50951
   -19063,     48808
   -17746,     47665
   -16129,     45736
   -15366,     44614
   -13848,     43267
   -13150,     42172
   -11880,     40727
   -11041,     39949
   -10085,     38744
    -9354,     37870
    -8448,     36913
    -7971,     36118
    -6997,     35148
    -6643,     34534
    -5746,     33587
    -5417,     32899
    -4707,     32118
    -4329,     31552
    -3602,     30771
    -3322,     30348
    -2709,     29564
    -2438,     29086
    -1919,     28458
    -1689,     27982
    -1116,     27378
     -867,     26889
     -449,     26330
     -263,     25982
      217,     25427
      443,     25082
      750,     24535
     1041,     24170
     1409,     23684
     1499,     23373
     1836,     22956
     2017,     22672
     2283,     22203
     2382,     21923
     2750,     21552
     2861,     21231
     3157,     20848
     3277,     20633
     3496,     20238
     3650,     19978
     3898,     19673
     3969,     19426
     4252,     19000
     4275,     18845
     4473,     18480
     4615,     18272
     4811,     17934
     4852,     17783
     5058,     17488
     5117,     17278
     5323,     16948
     5348,     16799
     5541,     16523
     5614,     16334
     5809,     16035
     5819,     15854
     5998,     15606
     6036,     15445
     6241,     15195
     6263,     15041
     6382,     14761
     6449,     14589
     6554,     14396
     6659,     14206
     6693,     14005
     6824,     13856
     6866,     13643
     7002,     13498
     7022,     13262
     7158,     13129
     7129,     12905
     7278,     12809
     7311,     12614
     7420,     12471
     7464,     12216
     7586,     12152
     7572,     11918
     7691,     11839
     7717,     11583
     7779,     11494
     7819,     11252
     7896,     11201
     7914,     10982
     8003,     10878
     8021,     10729
     8082,     10609
     8125,     10434
     8188,     10367
     8203,     10156
     8319,     10054
     8310,      9886
     8405,      9778
     8382,      9622
     8462,      9509
     8486,      9342
     8539,      9231
     8528,      9061
     8609,      8969
     8639,      8810
     8680,      8736
     8713,      8573
     8796,      8503
     8766,      8320
     8866,      8249
     8809,      8142
     8915,      8013
     8900,      7878
     8968,      7786
     8949,      7629
     9010,      7547
     8956,      7456
     9105,      7346
     9097,      7175
     9144,      7112
     9103,      6959
     9213,      6915
     9171,      6755
     9207,      6674
     9212,      6571
     9275,      6444
     9290,      6346
     9293,      6264
     9315,      6119
     9386,      6049
     9361,      5894
     9408,      5813
     9383,      5699
     9437,      5660
     9433,      5500
     9465,      5439
     9465,      5311
     9530,      5213
     9505,      5095
     9522,      5001
     9567,      4913
     9609,      4868
     9557,      4733
     9621,      4654
     9615,      4525
     9626,      4477
     9640,      4362
     9644,      4320
     9648,      4176
     9706,      4092
     9694,      3982
     9729,      3925
     9720,      3813
     9740,      3740
     9729,      3623
     9763,      3520
     9744,      3417
     9803,      3381
     9792,      3237
     9824,      3184
     9776,      3067
     9829,      2993
     9788,      2902
     9843,      2849
     9825,      2718
     9857,      2667
     9849,      2523
     9900,      2492
     9870,      2376
     9894,      2318
     9865,      2179
     9924,      2124
     9885,      2027
     9911,      1958
     9915,      1851
     9930,      1802
     9897,      1661
     9938,      1650
     9923,      1516
     9939,      1456
     9912,      1335
     9977,      1272
     9924,      1181
     9974,      1120
     9940,      1020
     9996,       941
     9947,       841
     9975,       780
     9958,       660
     9958,       614
     9946,       507
     9987,       419
     9946,       313
     9960,       240
     9973,       180
     9976,        92
