real, imaginary
    14522,         0
    14543,     -1065
    14238,     -1864
    14970,     -3410
    14651,     -3817
    14562,     -5601
    14242,     -6464
    14880,     -7950
    13848,     -7998
    14601,    -10230
    14183,    -10596
    14468,    -12021
    13592,    -13253
    14886,    -14985
    13735,    -15226
    13863,    -17250
    13386,    -17714
    13561,    -19246
    12634,    -20542
    13805,    -22499
    12783,    -21748
    12943,    -24726
    12562,    -25573
    13478,    -26743
    12228,    -28408
    13167,    -31171
    12024,    -31232
    11967,    -33317
    10816,    -34336
    13174,    -39298
     8843,    -37359
    10110,    -42487
     9998,    -42154
    12798,    -46029
    -5264,    -38048
    29465,    -65807
    15318,    -64968
     8512,    -52104
     9942,    -55314
     3324,    -56551
     9094,    -63406
     6344,    -63270
     4508,    -67756
     4036,    -71667
     4226,    -74894
     1728,    -77926
     2034,    -84297
     1272,    -86440
     -190,    -92046
    -2219,    -98053
    -2110,   -103847
    -3913,   -108841
    -6510,   -117782
    -6579,   -125409
    -8915,   -133850
   -13033,   -144005
   -14449,   -156491
   -17367,   -168453
   -21562,   -183863
   -24866,   -201636
   -29491,   -221192
   -37062,   -246584
   -44166,   -280599
   -51892,   -319322
   -67299,   -370057
   -82687,   -444999
  -105809,   -546617
  -149970,   -710858
  -224637,  -1016672
  -395004,  -1752628
 -1463328,  -6142862
  1015177,   4129829
   393564,   1555593
   254431,    958925
   193623,    699387
   155203,    551424
   133264,    451570
   118152,    386089
   105495,    336714
    95673,    297937
    90075,    268155
    83863,    244678
    78242,    223492
    74781,    206268
    71260,    192195
    67568,    179506
    65904,    168216
    63469,    158839
    61206,    150297
    59518,    142096
    58289,    135512
    56547,    129418
    54945,    123303
    54103,    118178
    52995,    113671
    51794,    108858
    51242,    104829
    50288,    101419
    49277,     97698
    48745,     94194
    48058,     91356
    47177,     88438
    46853,     85554
    46359,     83226
    45709,     80721
    45085,     78474
    44862,     76324
    44173,     74478
    43841,     72108
    43608,     70519
    43211,     68733
    42757,     67012
    42574,     65285
    42185,     64062
    41855,     62409
    41603,     60935
    41390,     59581
    40845,     58419
    40803,     57046
    40618,     55917
    40282,     54723
    40061,     53498
    39990,     52411
    39652,     51524
    39590,     50378
    39350,     49407
    39166,     48495
    38970,     47514
    38823,     46659
    38675,     45766
    38472,     44916
    38335,     44146
    38232,     43301
    38165,     42680
    37924,     41770
    37835,     41009
    37711,     40319
    37551,     39710
    37428,     38946
    37430,     38366
    37182,     37635
    37164,     36976
    37061,     36356
    36956,     35867
    36805,     35115
    36774,     34636
    36643,     34022
    36559,     33522
    36534,     32844
    36505,     32413
    36295,     31874
    36321,     31348
    36193,     30857
    36068,     30413
    36004,     29851
    36052,     29410
    35888,     28927
    35828,     28456
    35804,     28048
    35719,     27618
    35671,     27070
    35597,     26640
    35492,     26262
    35488,     25850
    35460,     25379
    35380,     25084
    35323,     24637
    35325,     24200
    35235,     23840
    35226,     23475
    35132,     23083
    35177,     22732
    35055,     22338
    35042,     21963
    34978,     21591
    34878,     21322
    34819,     20915
    34903,     20594
    34847,     20185
    34760,     19910
    34683,     19494
    34792,     19300
    34641,     18906
    34613,     18529
    34613,     18249
    34608,     17925
    34557,     17574
    34504,     17344
    34451,     16993
    34462,     16689
    34436,     16351
    34440,     16101
    34314,     15733
    34406,     15514
    34349,     15230
    34300,     14934
    34253,     14564
    34285,     14337
    34179,     14051
    34192,     13754
    34199,     13518
    34179,     13272
    34176,     12928
    34187,     12703
    34086,     12404
    34095,     12163
    34088,     11912
    33998,     11687
    34031,     11328
    34064,     11097
    33986,     10853
    33959,     10561
    33966,     10361
    33956,     10146
    33920,      9793
    33941,      9565
    33902,      9328
    33919,      9122
    33926,      8817
    33910,      8607
    33833,      8339
    33851,      8085
    33828,      7849
    33826,      7653
    33796,      7357
    33854,      7127
    33796,      6841
    33780,      6654
    33808,      6424
    33816,      6234
    33731,      5917
    33811,      5683
    33736,      5454
    33734,      5265
    33759,      4984
    33756,      4819
    33645,      4535
    33696,      4307
    33715,      4084
    33648,      3862
    33638,      3605
    33769,      3395
    33663,      3173
    33668,      2953
    33678,      2688
    33732,      2512
    33664,      2295
    33704,      2045
    33678,      1814
    33652,      1599
    33623,      1337
    33695,      1151
    33621,       864
    33656,       659
    33705,       454
    33659,       221
