real, imaginary
    67179,         0
    67201,      1393
    67288,      2716
    67405,      3904
    68172,      5528
    68385,      6845
    69264,      7845
    70156,      9653
    71153,     11007
    72195,     12415
    73908,     13865
    75075,     15860
    76960,     17130
    78927,     19508
    81698,     20960
    83869,     23474
    86888,     25584
    90828,     27966
    94242,     30528
    98677,     34063
   103425,     37758
   109476,     41554
   117045,     45389
   124339,     50182
   134710,     56098
   145337,     63230
   160210,     71906
   177914,     82458
   201169,     95579
   230723,    114027
   272407,    136449
   334584,    173210
   436400,    230570
   631491,    340982
  1144516,    634999
  6848911,   3819050
 -1690610,   -973988
  -749231,   -437072
  -479759,   -286417
  -351654,   -213743
  -276481,   -170151
  -228567,   -142143
  -194236,   -122735
  -168295,   -108399
  -148844,    -96235
  -132909,    -87428
  -120297,    -80071
  -109338,    -73722
  -101029,    -68792
   -93429,    -64235
   -86963,    -59931
   -81362,    -56904
   -76452,    -53809
   -71584,    -51115
   -68100,    -48701
   -64451,    -46493
   -61464,    -44429
   -58610,    -42437
   -55851,    -40842
   -53514,    -39231
   -51179,    -37893
   -49427,    -36764
   -47597,    -35499
   -45941,    -34381
   -44149,    -33353
   -42746,    -32134
   -41417,    -31248
   -40145,    -30367
   -39077,    -29702
   -38016,    -28790
   -36926,    -28038
   -36003,    -27253
   -35006,    -26586
   -34087,    -26018
   -33280,    -25326
   -32511,    -24911
   -31791,    -24184
   -31094,    -23687
   -30553,    -23184
   -29834,    -22704
   -29247,    -22239
   -28736,    -21868
   -28179,    -21344
   -27670,    -20952
   -27236,    -20509
   -26673,    -20148
   -26274,    -19717
   -25878,    -19380
   -25478,    -19079
   -25014,    -18703
   -24668,    -18369
   -24377,    -18071
   -24016,    -17786
   -23718,    -17441
   -23304,    -17184
   -23027,    -16838
   -22754,    -16580
   -22463,    -16335
   -22237,    -16062
   -21887,    -15794
   -21692,    -15512
   -21431,    -15291
   -21203,    -15059
   -21003,    -14871
   -20785,    -14568
   -20580,    -14396
   -20365,    -14188
   -20117,    -14003
   -19903,    -13804
   -19750,    -13569
   -19629,    -13365
   -19431,    -13145
   -19247,    -12997
   -19059,    -12819
   -18943,    -12587
   -18731,    -12453
   -18634,    -12274
   -18450,    -12117
   -18341,    -11899
   -18195,    -11766
   -18054,    -11592
   -17906,    -11416
   -17823,    -11281
   -17671,    -11137
   -17558,    -10948
   -17474,    -10828
   -17360,    -10674
   -17251,    -10502
   -17157,    -10364
   -17052,    -10228
   -16966,    -10106
   -16858,    -10001
   -16808,     -9815
   -16704,     -9727
   -16576,     -9584
   -16527,     -9453
   -16447,     -9327
   -16340,     -9223
   -16267,     -9082
   -16202,     -8981
   -16098,     -8866
   -16060,     -8752
   -15943,     -8609
   -15895,     -8530
   -15779,     -8415
   -15742,     -8257
   -15651,     -8177
   -15616,     -8067
   -15561,     -7965
   -15494,     -7857
   -15407,     -7716
   -15338,     -7659
   -15290,     -7519
   -15230,     -7451
   -15193,     -7323
   -15133,     -7232
   -15084,     -7114
   -15067,     -7052
   -14961,     -6954
   -14937,     -6856
   -14878,     -6754
   -14846,     -6649
   -14812,     -6590
   -14737,     -6470
   -14682,     -6411
   -14638,     -6296
   -14619,     -6213
   -14593,     -6121
   -14534,     -6054
   -14497,     -5942
   -14441,     -5839
   -14418,     -5767
   -14366,     -5685
   -14343,     -5609
   -14302,     -5530
   -14257,     -5441
   -14289,     -5328
   -14222,     -5285
   -14147,     -5207
   -14151,     -5121
   -14118,     -5038
   -14094,     -4988
   -14054,     -4887
   -14029,     -4796
   -13999,     -4705
   -13961,     -4643
   -13924,     -4583
   -13897,     -4496
   -13864,     -4429
   -13876,     -4350
   -13823,     -4280
   -13811,     -4191
   -13796,     -4150
   -13759,     -4085
   -13728,     -3993
   -13713,     -3969
   -13708,     -3830
   -13682,     -3763
   -13645,     -3715
   -13613,     -3624
   -13597,     -3570
   -13612,     -3517
   -13544,     -3426
   -13567,     -3360
   -13521,     -3302
   -13506,     -3226
   -13496,     -3138
   -13483,     -3110
   -13480,     -2999
   -13465,     -2959
   -13430,     -2885
   -13429,     -2824
   -13403,     -2749
   -13392,     -2702
   -13393,     -2641
   -13349,     -2541
   -13353,     -2499
   -13330,     -2436
   -13335,     -2369
   -13312,     -2287
   -13324,     -2229
   -13310,     -2158
   -13301,     -2115
   -13265,     -2052
   -13271,     -1974
   -13251,     -1922
   -13242,     -1847
   -13236,     -1784
   -13220,     -1742
   -13216,     -1671
   -13200,     -1604
   -13219,     -1537
   -13190,     -1469
   -13187,     -1401
   -13166,     -1348
   -13172,     -1302
   -13174,     -1242
   -13170,     -1177
   -13161,     -1092
   -13146,     -1038
   -13157,      -979
   -13153,      -931
   -13129,      -852
   -13142,      -810
   -13134,      -735
   -13147,      -691
   -13102,      -610
   -13137,      -562
   -13117,      -504
   -13102,      -453
   -13118,      -377
   -13116,      -317
   -13105,      -270
   -13129,      -170
   -13114,      -134
   -13111,       -67
