real, imaginary
   -89436,         0
   -89560,       247
   -89873,       838
   -89759,       834
   -90620,      1636
   -90898,      1144
   -92311,      1947
   -92867,      1726
   -94546,      2940
   -95178,      2625
   -97314,      3505
   -98516,      3176
  -101508,      4176
  -102859,      3975
  -106174,      5130
  -108505,      5080
  -113050,      6393
  -116397,      6475
  -121280,      7349
  -125356,      7600
  -132452,      9637
  -137678,      9058
  -146224,     11116
  -154667,     12001
  -166409,     13588
  -178558,     14859
  -196102,     17734
  -215522,     18932
  -242011,     23512
  -275625,     25368
  -325808,     33035
  -393979,     39762
  -512303,     56930
  -731624,     78219
 -1326974,    159815
 -7801483,    926018
  1935752,   -233495
   840474,   -103661
   535918,    -70598
   387427,    -48603
   304314,    -41539
   247185,    -33389
   208266,    -30075
   178626,    -24737
   156705,    -23353
   138384,    -20485
   124561,    -19592
   111609,    -17353
   102314,    -16983
    93395,    -14805
    86289,    -14513
    79634,    -13129
    74052,    -13228
    68605,    -11855
    64610,    -11975
    60406,    -10797
    56996,    -10840
    53723,    -10128
    50969,     -9874
    47980,     -9407
    45923,     -9177
    43300,     -8519
    41334,     -8685
    39307,     -7997
    37825,     -8211
    35694,     -7720
    34525,     -7558
    32775,     -7240
    31651,     -7308
    30295,     -6814
    29217,     -6818
    28007,     -6530
    27096,     -6395
    25844,     -6148
    25219,     -6121
    24060,     -5788
    23484,     -5831
    22462,     -5663
    21856,     -5622
    21005,     -5375
    20564,     -5395
    19719,     -5081
    19267,     -5173
    18525,     -4947
    18102,     -4927
    17404,     -4750
    17092,     -4753
    16502,     -4658
    16108,     -4637
    15531,     -4423
    15247,     -4447
    14784,     -4274
    14391,     -4322
    14020,     -4136
    13768,     -4185
    13247,     -4037
    13004,     -4004
    12637,     -3863
    12337,     -3878
    11933,     -3768
    11791,     -3724
    11420,     -3642
    11244,     -3641
    10922,     -3461
    10697,     -3504
    10416,     -3382
    10294,     -3407
     9954,     -3300
     9860,     -3374
     9517,     -3194
     9341,     -3231
     9127,     -3136
     9012,     -3163
     8751,     -3024
     8617,     -3011
     8371,     -2925
     8279,     -2982
     8009,     -2864
     7936,     -2845
     7741,     -2776
     7661,     -2810
     7424,     -2730
     7351,     -2726
     7156,     -2640
     7128,     -2624
     6913,     -2563
     6811,     -2602
     6657,     -2525
     6554,     -2492
     6453,     -2450
     6300,     -2425
     6227,     -2329
     6086,     -2356
     6031,     -2301
     5864,     -2331
     5825,     -2241
     5633,     -2283
     5620,     -2175
     5466,     -2179
     5432,     -2110
     5313,     -2169
     5300,     -2053
     5150,     -2098
     5107,     -1990
     5008,     -2055
     4926,     -1968
     4848,     -2030
     4780,     -1898
     4666,     -1944
     4654,     -1893
     4538,     -1869
     4486,     -1818
     4408,     -1812
     4348,     -1721
     4268,     -1750
     4269,     -1715
     4155,     -1712
     4153,     -1649
     4041,     -1643
     3997,     -1638
     3941,     -1633
     3896,     -1604
     3788,     -1616
     3774,     -1555
     3733,     -1568
     3679,     -1485
     3658,     -1505
     3634,     -1455
     3527,     -1480
     3541,     -1433
     3435,     -1376
     3452,     -1368
     3360,     -1377
     3365,     -1338
     3267,     -1344
     3246,     -1289
     3134,     -1259
     3214,     -1224
     3143,     -1282
     3133,     -1197
     3011,     -1223
     3076,     -1153
     2978,     -1179
     2939,     -1141
     2905,     -1115
     2916,     -1120
     2872,     -1105
     2827,     -1045
     2801,     -1076
     2809,     -1027
     2737,     -1056
     2745,     -1025
     2670,     -1012
     2679,      -953
     2656,      -963
     2663,      -895
     2561,      -941
     2585,      -930
     2528,      -922
     2495,      -913
     2507,      -883
     2505,      -826
     2445,      -823
     2462,      -802
     2418,      -817
     2381,      -745
     2377,      -758
     2311,      -687
     2319,      -724
     2339,      -665
     2299,      -709
     2303,      -654
     2270,      -658
     2244,      -610
     2217,      -639
     2240,      -628
     2189,      -620
     2227,      -556
     2210,      -587
     2193,      -526
     2123,      -552
     2165,      -522
     2100,      -505
     2131,      -459
     2091,      -487
     2092,      -434
     2081,      -501
     2070,      -416
     2088,      -407
     2084,      -379
     2036,      -412
     2095,      -368
     2013,      -359
     2023,      -322
     2022,      -333
     2010,      -278
     1985,      -325
     2002,      -246
     1993,      -269
     1965,      -235
     1950,      -251
     2014,      -216
     1942,      -195
     1979,      -167
     1943,      -168
     1982,      -148
     1957,      -141
     1953,       -99
     1945,      -118
     1940,       -68
     1919,       -88
     1941,       -64
     1893,       -99
     1953,       -49
     1955,         1
     1945,       -11
