real, imaginary
    67179,         0
    67208,      1394
    67286,      2751
    67405,      3895
    68173,      5508
    68398,      6829
    69285,      7846
    70156,      9651
    71139,     10991
    72165,     12398
    73904,     13888
    75092,     15817
    76989,     17119
    78897,     19460
    81705,     20964
    83855,     23432
    86888,     25590
    90865,     27981
    94233,     30526
    98677,     34036
   103457,     37679
   109485,     41514
   117033,     45400
   124373,     50212
   134709,     56097
   145357,     63214
   160225,     71886
   177898,     82440
   201184,     95587
   230667,    113950
   272445,    136467
   334605,    173120
   436394,    230517
   631431,    340927
  1144575,    634584
  6849047,   3818967
 -1691007,   -973934
  -749284,   -437065
  -479719,   -286342
  -351628,   -213665
  -276504,   -170134
  -228567,   -142132
  -194207,   -122715
  -168268,   -108368
  -148834,    -96253
  -132920,    -87376
  -120273,    -80034
  -109367,    -73699
  -101039,    -68790
   -93428,    -64234
   -86959,    -59961
   -81353,    -56887
   -76453,    -53808
   -71619,    -51095
   -68106,    -48692
   -64448,    -46465
   -61476,    -44401
   -58597,    -42447
   -55842,    -40814
   -53542,    -39226
   -51202,    -37882
   -49435,    -36762
   -47611,    -35488
   -45923,    -34374
   -44152,    -33356
   -42731,    -32119
   -41435,    -31241
   -40175,    -30357
   -39069,    -29695
   -38017,    -28775
   -36933,    -28039
   -35990,    -27262
   -34999,    -26580
   -34083,    -26028
   -33278,    -25345
   -32525,    -24902
   -31805,    -24211
   -31118,    -23681
   -30557,    -23199
   -29838,    -22742
   -29249,    -22251
   -28720,    -21888
   -28185,    -21349
   -27668,    -20963
   -27220,    -20481
   -26674,    -20178
   -26278,    -19726
   -25888,    -19352
   -25480,    -19068
   -25030,    -18724
   -24702,    -18370
   -24380,    -18064
   -24058,    -17763
   -23731,    -17442
   -23291,    -17183
   -23042,    -16825
   -22769,    -16575
   -22504,    -16326
   -22240,    -16049
   -21872,    -15783
   -21685,    -15503
   -21429,    -15297
   -21195,    -15060
   -21005,    -14881
   -20786,    -14566
   -20579,    -14386
   -20349,    -14169
   -20128,    -13996
   -19910,    -13805
   -19754,    -13587
   -19644,    -13350
   -19418,    -13160
   -19236,    -13001
   -19073,    -12805
   -18938,    -12568
   -18747,    -12462
   -18626,    -12267
   -18425,    -12098
   -18361,    -11868
   -18196,    -11769
   -18052,    -11592
   -17919,    -11414
   -17816,    -11265
   -17678,    -11122
   -17529,    -10943
   -17475,    -10832
   -17359,    -10694
   -17248,    -10505
   -17157,    -10364
   -17070,    -10232
   -16984,    -10091
   -16864,    -10008
   -16779,     -9821
   -16704,     -9721
   -16600,     -9592
   -16518,     -9464
   -16467,     -9346
   -16340,     -9217
   -16277,     -9054
   -16185,     -8985
   -16087,     -8866
   -16063,     -8759
   -15943,     -8622
   -15891,     -8534
   -15777,     -8408
   -15729,     -8275
   -15648,     -8221
   -15601,     -8078
   -15545,     -7964
   -15488,     -7825
   -15411,     -7729
   -15338,     -7637
   -15292,     -7520
   -15220,     -7479
   -15198,     -7309
   -15159,     -7239
   -15070,     -7123
   -15055,     -7059
   -14978,     -6908
   -14923,     -6841
   -14863,     -6753
   -14826,     -6643
   -14818,     -6585
   -14717,     -6461
   -14679,     -6408
   -14630,     -6307
   -14578,     -6211
   -14601,     -6120
   -14528,     -6053
   -14519,     -5939
   -14439,     -5825
   -14436,     -5773
   -14364,     -5685
   -14352,     -5599
   -14295,     -5532
   -14250,     -5443
   -14291,     -5320
   -14235,     -5309
   -14145,     -5220
   -14161,     -5137
   -14129,     -5044
   -14108,     -4987
   -14036,     -4887
   -13989,     -4814
   -13998,     -4694
   -13965,     -4639
   -13924,     -4576
   -13878,     -4519
   -13869,     -4425
   -13863,     -4355
   -13816,     -4294
   -13817,     -4179
   -13794,     -4147
   -13752,     -4072
   -13713,     -4000
   -13726,     -3948
   -13710,     -3840
   -13680,     -3747
   -13647,     -3717
   -13594,     -3589
   -13598,     -3572
   -13622,     -3513
   -13541,     -3424
   -13559,     -3345
   -13513,     -3304
   -13492,     -3237
   -13483,     -3141
   -13430,     -3127
   -13473,     -3004
   -13464,     -2976
   -13430,     -2893
   -13434,     -2834
   -13394,     -2737
   -13380,     -2706
   -13388,     -2645
   -13354,     -2531
   -13361,     -2497
   -13352,     -2433
   -13296,     -2367
   -13325,     -2306
   -13323,     -2239
   -13309,     -2153
   -13301,     -2094
   -13278,     -2060
   -13268,     -1979
   -13242,     -1926
   -13235,     -1891
   -13228,     -1788
   -13196,     -1714
   -13230,     -1671
   -13214,     -1618
   -13244,     -1530
   -13199,     -1471
   -13181,     -1415
   -13160,     -1357
   -13170,     -1306
   -13167,     -1255
   -13160,     -1193
   -13140,     -1096
   -13127,     -1056
   -13158,      -987
   -13172,      -917
   -13156,      -846
   -13140,      -816
   -13134,      -716
   -13148,      -680
   -13099,      -584
   -13138,      -573
   -13106,      -496
   -13109,      -455
   -13120,      -366
   -13108,      -308
   -13137,      -286
   -13115,      -161
   -13099,       -85
   -13113,       -65
