real, imaginary
    67179,         0
    67207,      1209
    67306,      2736
    68047,      3698
    68178,      5516
    69165,      5997
    69269,      7848
    70597,      8670
    71140,     11002
    73065,     11781
    73911,     13889
    76103,     14765
    76965,     17128
    80024,     18280
    81702,     20979
    85017,     22500
    86890,     25577
    90836,     27589
    94234,     30528
    99639,     33059
   103440,     37717
   110867,     39982
   117043,     45398
   125896,     50053
   134709,     56097
   147381,     62614
   160210,     71897
   178840,     80952
   201177,     95580
   232392,    110493
   272432,    136465
   337600,    169854
   436395,    230531
   631982,    334559
  1144550,    634797
  6873169,   3805724
 -1690810,   -973955
  -755159,   -435323
  -479741,   -286373
  -353501,   -209293
  -276495,   -170142
  -229005,   -140838
  -194219,   -122733
  -169098,   -106250
  -148833,    -96243
  -133671,    -86490
  -120291,    -80051
  -110695,    -73107
  -101039,    -68790
   -93799,    -63220
   -86956,    -59950
   -81502,    -55990
   -76453,    -53808
   -72493,    -50383
   -68105,    -48689
   -64815,    -45842
   -61474,    -44409
   -58620,    -42328
   -55846,    -40835
   -53788,    -39189
   -51183,    -37885
   -49580,    -36261
   -47605,    -35504
   -46018,    -33938
   -44152,    -33356
   -43163,    -32104
   -41419,    -31235
   -40534,    -30238
   -39069,    -29695
   -38072,    -28605
   -36928,    -28037
   -36053,    -27219
   -34999,    -26580
   -34384,    -25867
   -33286,    -25342
   -32805,    -24577
   -31792,    -24190
   -31356,    -23629
   -30551,    -23184
   -30074,    -22598
   -29249,    -22251
   -28879,    -21601
   -28182,    -21339
   -27822,    -20826
   -27239,    -20490
   -26926,    -20028
   -26275,    -19730
   -25976,    -19348
   -25480,    -19068
   -25234,    -18614
   -24681,    -18379
   -24408,    -17943
   -24043,    -17773
   -23741,    -17398
   -23291,    -17183
   -23149,    -16817
   -22769,    -16575
   -22554,    -16217
   -22234,    -16060
   -22092,    -15719
   -21685,    -15503
   -21536,    -15249
   -21195,    -15060
   -21034,    -14721
   -20786,    -14566
   -20589,    -14277
   -20352,    -14182
   -20225,    -13871
   -19912,    -13806
   -19858,    -13474
   -19634,    -13358
   -19449,    -13112
   -19236,    -13001
   -19162,    -12701
   -18930,    -12577
   -18860,    -12341
   -18626,    -12267
   -18573,    -11995
   -18355,    -11887
   -18250,    -11679
   -18052,    -11592
   -18020,    -11383
   -17820,    -11268
   -17756,    -11054
   -17548,    -10937
   -17496,    -10745
   -17363,    -10688
   -17283,    -10510
   -17157,    -10364
   -17040,    -10221
   -16994,    -10103
   -16819,     -9921
   -16790,     -9819
   -16635,     -9651
   -16597,     -9585
   -16450,     -9420
   -16455,     -9331
   -16290,     -9138
   -16263,     -9051
   -16127,     -8909
   -16071,     -8872
   -15943,     -8662
   -15950,     -8618
   -15822,     -8412
   -15777,     -8408
   -15705,     -8250
   -15659,     -8200
   -15558,     -8011
   -15537,     -7972
   -15444,     -7810
   -15419,     -7717
   -15345,     -7578
   -15292,     -7520
   -15212,     -7358
   -15190,     -7320
   -15079,     -7197
   -15070,     -7123
   -14984,     -6983
   -14988,     -6932
   -14893,     -6802
   -14866,     -6750
   -14800,     -6636
   -14804,     -6594
   -14717,     -6461
   -14679,     -6408
   -14638,     -6265
   -14603,     -6221
   -14508,     -6076
   -14528,     -6053
   -14447,     -5926
   -14452,     -5813
   -14353,     -5743
   -14364,     -5685
   -14295,     -5579
   -14309,     -5548
   -14236,     -5421
   -14291,     -5320
   -14140,     -5234
   -14154,     -5217
   -14081,     -5085
   -14117,     -5045
   -14017,     -4913
   -14051,     -4905
   -13985,     -4762
   -13998,     -4694
   -13919,     -4640
   -13917,     -4578
   -13899,     -4465
   -13864,     -4425
   -13798,     -4316
   -13813,     -4303
   -13761,     -4207
   -13794,     -4147
   -13731,     -4008
   -13728,     -3994
   -13673,     -3913
   -13710,     -3840
   -13637,     -3762
   -13650,     -3726
   -13634,     -3650
   -13598,     -3572
   -13567,     -3457
   -13541,     -3424
   -13502,     -3340
   -13513,     -3304
   -13503,     -3185
   -13483,     -3141
   -13477,     -3032
   -13476,     -3005
   -13418,     -2912
   -13430,     -2893
   -13386,     -2783
   -13406,     -2747
   -13374,     -2656
   -13399,     -2652
   -13337,     -2539
   -13361,     -2497
   -13303,     -2377
   -13310,     -2375
   -13280,     -2272
   -13323,     -2239
   -13264,     -2148
   -13294,     -2098
   -13254,     -1990
   -13268,     -1979
   -13235,     -1877
   -13241,     -1861
   -13195,     -1741
   -13209,     -1727
   -13196,     -1635
   -13219,     -1616
   -13161,     -1523
   -13195,     -1474
   -13168,     -1391
   -13160,     -1357
   -13137,     -1260
   -13175,     -1256
   -13136,     -1130
   -13140,     -1096
   -13127,     -1015
   -13158,      -987
   -13102,      -901
   -13139,      -843
   -13090,      -758
   -13134,      -715
   -13068,      -639
   -13092,      -596
   -13110,      -549
   -13125,      -505
   -13123,      -407
   -13131,      -370
   -13084,      -298
   -13108,      -272
   -13104,      -164
   -13087,      -118
   -13091,       -55
