real, imaginary
   -36015,         0
   -36073,      2477
   -36206,      5255
   -35823,      7524
   -36263,     10656
   -35987,     12462
   -36772,     15663
   -36513,     17888
   -37226,     21676
   -36810,     23967
   -37635,     27631
   -37376,     30175
   -38747,     34299
   -38203,     37299
   -39378,     41988
   -39298,     45635
   -41095,     51044
   -41307,     55572
   -42671,     61273
   -42691,     66865
   -45134,     74955
   -44937,     81045
   -47203,     90837
   -48182,    100549
   -51165,    112486
   -52682,    126013
   -57259,    143751
   -60401,    163269
   -66007,    191183
   -71898,    223634
   -83460,    273795
   -94539,    342760
  -119998,    461138
  -161863,    674982
  -282488,   1269083
 -1528922,   7670871
   373034,  -1946625
   144595,   -874037
    88007,   -571958
    57016,   -422147
    42379,   -340496
    29985,   -283368
    22463,   -245465
    16330,   -214277
    12430,   -192892
     8433,   -174041
     6249,   -160163
     2931,   -147015
     1764,   -137469
     -238,   -127396
    -1386,   -120207
    -2851,   -112822
    -3890,   -107628
    -5329,   -101472
    -5717,    -97376
    -6717,    -92320
    -7245,    -88918
    -7886,    -85017
    -8288,    -81858
    -9129,    -78678
    -9175,    -75965
   -10008,    -73007
   -10266,    -71052
   -10754,    -68340
   -10807,    -66694
   -11599,    -64447
   -11516,    -62645
   -12171,    -60770
   -12164,    -59378
   -12513,    -57491
   -12651,    -56190
   -12967,    -54669
   -13041,    -53343
   -13493,    -51978
   -13369,    -50878
   -13840,    -49503
   -13713,    -48560
   -14139,    -47456
   -14124,    -46509
   -14418,    -45441
   -14310,    -44604
   -14624,    -43518
   -14592,    -42802
   -14867,    -41865
   -14870,    -41136
   -15127,    -40271
   -15021,    -39580
   -15249,    -38838
   -15249,    -38216
   -15480,    -37412
   -15388,    -36839
   -15553,    -36098
   -15596,    -35622
   -15726,    -34898
   -15653,    -34418
   -15886,    -33761
   -15865,    -33242
   -16004,    -32614
   -16011,    -32190
   -16186,    -31594
   -16088,    -31126
   -16240,    -30630
   -16194,    -30215
   -16311,    -29644
   -16328,    -29267
   -16381,    -28789
   -16431,    -28356
   -16541,    -27883
   -16444,    -27624
   -16633,    -27090
   -16618,    -26785
   -16660,    -26337
   -16649,    -26028
   -16784,    -25546
   -16734,    -25244
   -16852,    -24831
   -16799,    -24581
   -16920,    -24144
   -16878,    -23867
   -16948,    -23486
   -16911,    -23231
   -17037,    -22873
   -16989,    -22591
   -17074,    -22222
   -17016,    -21962
   -17093,    -21622
   -17090,    -21401
   -17154,    -21087
   -17157,    -20800
   -17173,    -20516
   -17224,    -20259
   -17192,    -19931
   -17279,    -19721
   -17231,    -19406
   -17303,    -19216
   -17273,    -18928
   -17378,    -18711
   -17326,    -18397
   -17378,    -18175
   -17346,    -17915
   -17401,    -17762
   -17364,    -17434
   -17447,    -17263
   -17419,    -16964
   -17440,    -16831
   -17462,    -16564
   -17492,    -16394
   -17478,    -16118
   -17551,    -15947
   -17523,    -15676
   -17576,    -15499
   -17561,    -15251
   -17583,    -15088
   -17567,    -14834
   -17618,    -14679
   -17582,    -14464
   -17633,    -14287
   -17607,    -14056
   -17663,    -13913
   -17642,    -13695
   -17686,    -13538
   -17660,    -13322
   -17737,    -13188
   -17693,    -12955
   -17712,    -12822
   -17724,    -12585
   -17755,    -12457
   -17706,    -12227
   -17761,    -12108
   -17732,    -11887
   -17793,    -11734
   -17737,    -11548
   -17795,    -11403
   -17764,    -11210
   -17824,    -11086
   -17799,    -10883
   -17884,    -10703
   -17789,    -10537
   -17819,    -10435
   -17802,    -10233
   -17868,    -10103
   -17809,     -9894
   -17873,     -9791
   -17853,     -9605
   -17893,     -9447
   -17851,     -9310
   -17881,     -9184
   -17884,     -8984
   -17893,     -8871
   -17863,     -8692
   -17905,     -8593
   -17879,     -8420
   -17939,     -8293
   -17909,     -8082
   -17932,     -7997
   -17878,     -7821
   -17969,     -7705
   -17919,     -7548
   -17953,     -7438
   -17969,     -7286
   -17944,     -7145
   -17924,     -6941
   -17982,     -6881
   -17939,     -6706
   -17969,     -6611
   -17980,     -6406
   -17985,     -6304
   -17988,     -6124
   -18007,     -6032
   -17973,     -5875
   -17995,     -5780
   -17979,     -5616
   -18000,     -5505
   -17983,     -5350
   -18005,     -5258
   -18017,     -5107
   -18040,     -4994
   -18003,     -4817
   -18031,     -4745
   -18005,     -4581
   -18059,     -4473
   -18008,     -4310
   -18060,     -4215
   -18033,     -4047
   -18054,     -3959
   -18028,     -3786
   -18047,     -3711
   -18032,     -3541
   -18029,     -3450
   -18045,     -3297
   -18059,     -3210
   -18018,     -3068
   -18056,     -2946
   -18031,     -2810
   -18048,     -2711
   -18032,     -2553
   -18065,     -2482
   -18042,     -2297
   -18062,     -2195
   -18036,     -2065
   -18085,     -1967
   -18035,     -1813
   -18072,     -1708
   -18043,     -1559
   -18083,     -1463
   -18027,     -1305
   -18089,     -1209
   -18036,     -1096
   -18067,      -998
   -18073,      -836
   -18079,      -742
   -18048,      -602
   -18076,      -506
   -18037,      -341
   -18043,      -252
   -18052,      -116
