real, imaginary
   -19260,         0
   -19327,     -2390
   -19523,     -4461
   -19222,     -7133
   -19773,     -9058
   -19657,    -12323
   -20612,    -14358
   -20581,    -17503
   -21570,    -19295
   -21425,    -22785
   -22633,    -25147
   -22802,    -28949
   -24601,    -31591
   -24595,    -35673
   -26367,    -38663
   -26966,    -43158
   -29534,    -46665
   -30635,    -51818
   -32978,    -56717
   -34127,    -62849
   -37878,    -67911
   -39208,    -76508
   -43216,    -83547
   -46341,    -93263
   -51733,   -103937
   -56269,   -117265
   -64448,   -131993
   -72150,   -152603
   -83604,   -175726
   -97284,   -210386
  -119692,   -253101
  -146865,   -320490
  -198359,   -423463
  -289952,   -631061
  -545511,  -1159672
 -3275914,  -7107750
   838072,   1797897
   370767,    811181
   244975,    524776
   181147,    395160
   147371,    313578
   122525,    263644
   106233,    225754
    93478,    200468
    84572,    178096
    76555,    162010
    71118,    147385
    65092,    136706
    61645,    126161
    57704,    118947
    54899,    111091
    51968,    105347
    49661,     98911
    47112,     94656
    45700,     89476
    43799,     86089
    42470,     81895
    41087,     78823
    40037,     75598
    38600,     72890
    37967,     70179
    36660,     68090
    35904,     65382
    34986,     63701
    34534,     61269
    33368,     59688
    33099,     57891
    32157,     56383
    31828,     54554
    31208,     53404
    30798,     51862
    30218,     50643
    29927,     49385
    29244,     48279
    29176,     47054
    28509,     46155
    28418,     44945
    27846,     44000
    27672,     42990
    27238,     42199
    27185,     41191
    26719,     40556
    26614,     39559
    26202,     38892
    26093,     38074
    25716,     37424
    25698,     36636
    25375,     35973
    25258,     35251
    24931,     34747
    24905,     34032
    24663,     33533
    24502,     32839
    24378,     32364
    24319,     31717
    24002,     31266
    23948,     30725
    23762,     30307
    23656,     29727
    23409,     29322
    23437,     28839
    23230,     28414
    23225,     27912
    23044,     27591
    22975,     27090
    22878,     26750
    22757,     26273
    22596,     25938
    22639,     25433
    22417,     25191
    22365,     24748
    22280,     24426
    22262,     24008
    22104,     23753
    22080,     23389
    21941,     23101
    21948,     22683
    21780,     22443
    21793,     22104
    21685,     21836
    21697,     21459
    21542,     21206
    21550,     20886
    21434,     20647
    21488,     20330
    21345,     20100
    21312,     19742
    21239,     19522
    21206,     19260
    21173,     19009
    21059,     18745
    21068,     18538
    21001,     18253
    21014,     18036
    20910,     17744
    20915,     17559
    20789,     17263
    20832,     17109
    20728,     16861
    20754,     16660
    20682,     16366
    20702,     16230
    20611,     15946
    20620,     15816
    20558,     15509
    20526,     15366
    20488,     15069
    20475,     14980
    20400,     14703
    20416,     14543
    20355,     14348
    20336,     14176
    20298,     13963
    20280,     13850
    20223,     13587
    20269,     13437
    20193,     13230
    20225,     13076
    20132,     12879
    20142,     12705
    20103,     12505
    20093,     12346
    20019,     12141
    20037,     11999
    20016,     11803
    19989,     11690
    19986,     11493
    20003,     11362
    19915,     11151
    19956,     11030
    19892,     10872
    19925,     10713
    19864,     10541
    19878,     10405
    19816,     10212
    19819,     10100
    19728,      9962
    19831,      9826
    19764,      9605
    19790,      9514
    19697,      9326
    19774,      9229
    19708,      9034
    19682,      8937
    19653,      8787
    19683,      8623
    19641,      8484
    19628,      8370
    19618,      8193
    19642,      8083
    19602,      7902
    19612,      7781
    19553,      7636
    19567,      7554
    19561,      7377
    19553,      7292
    19510,      7100
    19547,      6979
    19505,      6835
    19487,      6698
    19507,      6587
    19512,      6514
    19493,      6309
    19501,      6212
    19472,      6058
    19452,      5983
    19449,      5835
    19410,      5762
    19413,      5582
    19454,      5489
    19422,      5317
    19429,      5233
    19400,      5097
    19399,      4991
    19384,      4811
    19381,      4733
    19354,      4592
    19401,      4509
    19379,      4339
    19375,      4263
    19325,      4111
    19369,      4007
    19309,      3886
    19359,      3805
    19314,      3640
    19334,      3560
    19312,      3371
    19346,      3314
    19327,      3190
    19329,      3089
    19294,      2927
    19346,      2844
    19285,      2719
    19303,      2624
    19295,      2478
    19303,      2402
    19272,      2229
    19290,      2192
    19286,      2041
    19274,      1944
    19251,      1795
    19312,      1700
    19240,      1591
    19295,      1492
    19251,      1367
    19306,      1260
    19260,      1160
    19280,      1025
    19263,       889
    19251,       810
    19247,       678
    19273,       567
    19220,       420
    19263,       306
    19263,       244
    19267,       121
